speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_5,cluster_3,cluster_0,cluster_10,cluster_1,cluster_7,cluster_12,cluster_8,cluster_9,cluster_11,cluster_6,cluster_2,cluster_4,cluster_5_p,cluster_3_p,cluster_0_p,cluster_10_p,cluster_1_p,cluster_7_p,cluster_12_p,cluster_8_p,cluster_9_p,cluster_11_p,cluster_6_p,cluster_2_p,cluster_4_p,n
10350,910138530,LANDRUM,PHILLIP,H,GA,M,D,9.0,voting,19691212,1907-09-10,1907,1969,62,91103500,0.0,7,1,0,2,0,0,0,0,0,0,0,0,0,0.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10196,910138856,BLACKBURN,BENJAMIN,H,GA,M,R,4.0,voting,19691212,1927-02-14,1927,1969,42,91101960,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10550,910139127,VANIK,CHARLES,H,OH,M,D,22.0,voting,19691215,1913-04-07,1913,1969,56,91105500,0.0,1,5,1,2,1,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10879,910139316,BROOMFIELD,WILLIAM,H,MI,M,R,18.0,voting,19691215,1922-04-28,1922,1969,47,91108790,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10567,910139332,BINGHAM,JONATHAN,H,NY,M,D,23.0,voting,19691215,1914-04-24,1914,1969,55,91105670,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9909,910140673,DODD,THOMAS,S,CT,M,D,,voting,19691216,1907-05-15,1907,1969,62,91099091,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10914,910140959,HATFIELD,MARK,S,OR,M,R,,voting,19691216,1922-07-12,1922,1969,47,91109141,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10221,910141466,EASTLAND,JAMES,S,MS,M,D,,voting,19691216,1904-11-28,1904,1969,65,91102211,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,910142771,JAVITS,JACOB,S,NY,M,R,,voting,19691217,1904-05-18,1904,1969,65,91103451,0.0,13,1,0,2,1,0,1,0,0,0,0,0,0,0.7222222222222222,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,18
10145,910142786,HART,PHILIP,S,MI,M,D,,voting,19691217,1912-12-10,1912,1969,57,91101451,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10605,910143245,GOLDWATER,BARRY,S,AZ,M,R,,voting,19691217,1909-01-01,1909,1969,60,91106051,0.0,0,0,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10605,910143295,GOLDWATER,BARRY,S,AZ,M,R,,voting,19691217,1909-01-01,1909,1969,60,91106051,0.0,0,0,2,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10354,910143313,MAGNUSON,WARREN,S,WA,M,D,,voting,19691217,1905-04-12,1905,1969,64,91103541,1.802058042880823e-09,1,0,0,7,1,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10605,910143345,GOLDWATER,BARRY,S,AZ,M,R,,voting,19691217,1909-01-01,1909,1969,60,91106051,0.0,0,0,1,24,2,0,0,0,0,0,0,0,0,0.0,0.0,0.037037037037037035,0.8888888888888888,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
10061,910143476,FULBRIGHT,JAMES,S,AR,M,D,,voting,19691217,1905-04-09,1905,1969,64,91100611,0.0,0,0,0,9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10116,910144019,BROCK,WILLIAM,H,TN,M,R,3.0,voting,19691217,1930-11-23,1930,1969,39,91101160,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10346,910144080,JOHNSON,ALBERT,H,PA,M,R,23.0,voting,19691217,1906-04-17,1906,1969,63,91103460,0.0,0,0,1,1,8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10838,910144140,MATSUNAGA,SPARK,H,HI,M,D,2.0,voting,19691217,1916-10-08,1916,1969,53,91108380,0.0,1,6,1,2,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10658,910144453,BURTON,PHILLIP,H,CA,M,D,5.0,voting,19691217,1926-06-01,1926,1969,43,91106580,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9975,910145140,TYDINGS,JOSEPH,S,MD,M,D,,voting,19691218,1928-05-04,1928,1969,41,91099751,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10161,910145205,MCGEE,GALE,S,WY,M,D,,voting,19691218,1915-03-17,1915,1969,54,91101611,0.0,8,1,0,0,1,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10161,910145319,MCGEE,GALE,S,WY,M,D,,voting,19691218,1915-03-17,1915,1969,54,91101611,3.205461529776973e-13,7,2,1,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10692,910146672,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19691219,1915-11-11,1915,1969,54,91106921,0.0,7,2,1,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10146,910146902,HARTKE,RUPERT,S,IN,M,D,,voting,19691219,1919-05-31,1919,1969,50,91101461,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10088,910147205,RIVERS,LUCIUS,H,SC,M,D,1.0,voting,19691219,1905-09-28,1905,1969,64,91100880,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,910147518,JAVITS,JACOB,S,NY,M,R,,voting,19691220,1904-05-18,1904,1969,65,91103451,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11494,910147655,KENNEDY,EDWARD,S,MA,M,D,,voting,19691220,1932-02-22,1932,1969,37,91114941,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9988,910147775,BOGGS,JAMES,S,DE,M,R,,voting,19691220,1909-05-15,1909,1969,60,91099881,9.707010114777284e-08,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10692,910148628,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19691222,1915-11-11,1915,1969,54,91106921,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11016,910148709,DOLE,ROBERT,S,KS,M,R,,voting,19691222,1923-07-22,1923,1969,46,91110161,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11494,910148730,KENNEDY,EDWARD,S,MA,M,D,,voting,19691222,1932-02-22,1932,1969,37,91114941,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10063,910148733,GURNEY,EDWARD,S,FL,M,R,,voting,19691222,1914-01-12,1914,1969,55,91100631,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10254,910149824,MAILLIARD,WILLIAM,H,CA,M,R,6.0,voting,19691222,1917-06-10,1917,1969,52,91102540,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10505,910149838,HARSHA,WILLIAM,H,OH,M,R,6.0,voting,19691222,1921-01-01,1921,1969,48,91105050,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10429,910149849,KOCH,EDWARD,H,NY,M,D,17.0,voting,19691222,1924-12-12,1924,1969,45,91104290,0.0,8,1,0,0,0,0,0,0,0,1,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
10397,910150004,BROWN,GARRY,H,MI,M,R,3.0,voting,19691223,1923-08-12,1923,1969,46,91103970,0.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0.9666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
10077,910150012,MCKNEALLY,MARTIN,H,NY,M,R,27.0,voting,19691223,1914-12-31,1914,1969,55,91100770,0.0,7,2,0,0,1,0,0,0,0,0,0,0,0,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9992,910151166,ELLENDER,ALLEN,S,LA,M,D,,voting,19700119,1890-09-24,1890,1970,80,91099921,4.751914386384066e-05,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9992,910151172,ELLENDER,ALLEN,S,LA,M,D,,voting,19700119,1890-09-24,1890,1970,80,91099921,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10046,910151416,COHELAN,JEFFERY,H,CA,M,D,7.0,voting,19700119,1914-06-24,1914,1970,56,91100460,0.0,8,17,0,3,1,0,0,0,0,0,0,0,0,0.27586206896551724,0.5862068965517241,0.0,0.10344827586206896,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
10260,910152488,MCCLELLAN,JOHN,S,AR,M,D,,voting,19700121,1896-02-25,1896,1970,74,91102601,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9975,910152868,TYDINGS,JOSEPH,S,MD,M,D,,voting,19700122,1928-05-04,1928,1970,42,91099751,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11494,910152975,KENNEDY,EDWARD,S,MA,M,D,,voting,19700122,1932-02-22,1932,1970,38,91114941,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11494,910152977,KENNEDY,EDWARD,S,MA,M,D,,voting,19700122,1932-02-22,1932,1970,38,91114941,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11494,910152981,KENNEDY,EDWARD,S,MA,M,D,,voting,19700122,1932-02-22,1932,1970,38,91114941,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11494,910153187,KENNEDY,EDWARD,S,MA,M,D,,voting,19700123,1932-02-22,1932,1970,38,91114941,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10064,910153518,HUGHES,HAROLD,S,IA,M,D,,voting,19700123,1922-02-10,1922,1970,48,91100641,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10148,910153526,HRUSKA,ROMAN,S,NE,M,R,,voting,19700123,1904-08-16,1904,1970,66,91101481,0.0,6,3,0,1,0,0,0,0,0,0,0,0,0,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10064,910153554,HUGHES,HAROLD,S,IA,M,D,,voting,19700123,1922-02-10,1922,1970,48,91100641,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9909,910153657,DODD,THOMAS,S,CT,M,D,,voting,19700124,1907-05-15,1907,1970,63,91099091,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11061,910153770,MICHEL,ROBERT,H,IL,M,R,18.0,voting,19700126,1923-03-02,1923,1970,47,91110610,0.0,6,3,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11220,910154313,THURMOND,J.,S,SC,M,R,,voting,19700126,1902-12-05,1902,1970,68,91112201,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10166,910154516,MONTOYA,JOSEPH,S,NM,M,D,,voting,19700127,1915-09-24,1915,1970,55,91101661,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10166,910154765,MONTOYA,JOSEPH,S,NM,M,D,,voting,19700127,1915-09-24,1915,1970,55,91101661,7.247315950134107e-12,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10148,910154790,HRUSKA,ROMAN,S,NE,M,R,,voting,19700127,1904-08-16,1904,1970,66,91101481,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9909,910154795,DODD,THOMAS,S,CT,M,D,,voting,19700127,1907-05-15,1907,1970,63,91099091,0.0,8,1,0,0,0,0,1,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10148,910154818,HRUSKA,ROMAN,S,NE,M,R,,voting,19700127,1904-08-16,1904,1970,66,91101481,0.0,13,5,0,0,2,0,0,0,0,0,0,0,0,0.65,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10064,910154819,HUGHES,HAROLD,S,IA,M,D,,voting,19700127,1922-02-10,1922,1970,48,91100641,0.0,4,4,0,2,0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10064,910154886,HUGHES,HAROLD,S,IA,M,D,,voting,19700127,1922-02-10,1922,1970,48,91100641,0.0,2,0,5,0,1,0,0,0,0,0,2,0,0,0.2,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,10
9909,910154887,DODD,THOMAS,S,CT,M,D,,voting,19700127,1907-05-15,1907,1970,63,91099091,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10544,910155054,THOMPSON,FRANK,H,NJ,M,D,4.0,voting,19700127,1918-07-26,1918,1970,52,91105440,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10448,910155272,QUIE,ALBERT,H,MN,M,R,1.0,voting,19700128,1923-09-18,1923,1970,47,91104480,0.0,0,0,3,1,6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11225,910155361,YATES,SIDNEY,H,IL,M,D,9.0,voting,19700128,1909-08-27,1909,1970,61,91112250,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10367,910155374,RANDALL,WILLIAM,H,MO,M,D,4.0,voting,19700128,1909-07-16,1909,1970,61,91103670,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10148,910155753,HRUSKA,ROMAN,S,NE,M,R,,voting,19700128,1904-08-16,1904,1970,66,91101481,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10148,910155767,HRUSKA,ROMAN,S,NE,M,R,,voting,19700128,1904-08-16,1904,1970,66,91101481,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9909,910156047,DODD,THOMAS,S,CT,M,D,,voting,19700128,1907-05-15,1907,1970,63,91099091,0.0,1,7,0,2,0,0,0,0,0,0,0,0,0,0.1,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10545,910156055,TOWER,JOHN,S,TX,M,R,,voting,19700128,1925-09-29,1925,1970,45,91105451,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10148,910156255,HRUSKA,ROMAN,S,NE,M,R,,voting,19700129,1904-08-16,1904,1970,66,91101481,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10040,910156273,BENNETT,WALLACE,S,UT,M,R,,voting,19700129,1898-11-13,1898,1970,72,91100401,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10532,910156386,RANDOLPH,JENNINGS,S,WV,M,D,,voting,19700129,1902-03-08,1902,1970,68,91105321,0.0,2,0,4,0,3,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10509,910156714,ICHORD,RICHARD,H,MO,M,D,8.0,voting,19700129,1926-06-27,1926,1970,44,91105090,2.180362579849672e-17,9,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10509,910156717,ICHORD,RICHARD,H,MO,M,D,8.0,voting,19700129,1926-06-27,1926,1970,44,91105090,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,910157440,HOLLINGS,ERNEST,S,SC,M,D,,voting,19700202,1922-01-01,1922,1970,48,91112531,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,910157444,HOLLINGS,ERNEST,S,SC,M,D,,voting,19700202,1922-01-01,1922,1970,48,91112531,3.826126536292778e-17,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10134,910157523,FANNIN,PAUL,S,AZ,M,R,,voting,19700202,1907-01-29,1907,1970,63,91101341,0.0,1,3,0,5,1,0,0,0,0,0,0,0,0,0.1,0.3,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10530,910158279,PERCY,CHARLES,S,IL,M,R,,voting,19700203,1919-09-27,1919,1970,51,91105301,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10962,910159057,PELL,CLAIBORNE,S,RI,M,D,,voting,19700204,1918-11-22,1918,1970,52,91109621,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10237,910159236,HANSEN,CLIFFORD,S,WY,M,R,,voting,19700205,1912-10-16,1912,1970,58,91102371,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11220,910159626,THURMOND,J.,S,SC,M,R,,voting,19700205,1902-12-05,1902,1970,68,91112201,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10041,910159869,BERRY,ELLIS,H,SD,M,R,2.0,voting,19700205,1902-10-06,1902,1970,68,91100410,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,910160276,HOLLINGS,ERNEST,S,SC,M,D,,voting,19700206,1922-01-01,1922,1970,48,91112531,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,910160393,HOLLINGS,ERNEST,S,SC,M,D,,voting,19700206,1922-01-01,1922,1970,48,91112531,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9992,910160407,ELLENDER,ALLEN,S,LA,M,D,,voting,19700206,1890-09-24,1890,1970,80,91099921,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10384,910160891,TALMADGE,HERMAN,S,GA,M,D,,voting,19700209,1913-08-09,1913,1970,57,91103841,0.0,10,5,0,3,2,0,0,0,0,0,0,0,0,0.5,0.25,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11462,910161021,BYRD,ROBERT,S,WV,M,D,,voting,19700209,1917-11-20,1917,1970,53,91114621,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9923,910161635,HOLLAND,SPESSARD,S,FL,M,D,,voting,19700210,1892-07-10,1892,1970,78,91099231,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10277,910161781,ROONEY,JOHN,H,NY,M,D,14.0,voting,19700210,1903-11-29,1903,1970,67,91102770,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10012,910162228,MILLER,JACK,S,IA,M,R,,voting,19700216,1916-06-06,1916,1970,54,91100121,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10181,910163265,SCOTT,HUGH,S,PA,M,R,,voting,19700217,1900-11-11,1900,1970,70,91101811,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10369,910163266,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19700217,1910-04-09,1910,1970,60,91103691,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10181,910163279,SCOTT,HUGH,S,PA,M,R,,voting,19700217,1900-11-11,1900,1970,70,91101811,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10369,910163283,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19700217,1910-04-09,1910,1970,60,91103691,0.0,11,4,0,0,1,0,2,0,0,0,0,0,0,0.6111111111111112,0.2222222222222222,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,18
10181,910163427,SCOTT,HUGH,S,PA,M,R,,voting,19700217,1900-11-11,1900,1970,70,91101811,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9946,910163699,MURPHY,GEORGE,S,CA,M,R,,voting,19700217,1902-07-04,1902,1970,68,91099461,0.0,8,0,0,0,2,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10100,910163868,WOLD,JOHN,H,WY,M,R,0.0,voting,19700217,1916-08-31,1916,1970,54,91101000,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
