speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_5,cluster_2,cluster_4,cluster_1,cluster_3,cluster_14,cluster_0,cluster_6,cluster_11,cluster_13,cluster_9,cluster_18,cluster_16,cluster_8,cluster_12,cluster_19,cluster_15,cluster_17,cluster_10,cluster_7,cluster_5_p,cluster_2_p,cluster_4_p,cluster_1_p,cluster_3_p,cluster_14_p,cluster_0_p,cluster_6_p,cluster_11_p,cluster_13_p,cluster_9_p,cluster_18_p,cluster_16_p,cluster_8_p,cluster_12_p,cluster_19_p,cluster_15_p,cluster_17_p,cluster_10_p,cluster_7_p,n
9365,790000506,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450104,1882-03-29,1882,1945,63,79093650,0.0,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.75,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9073,790000515,VOORHIS,HORACE,H,CA,M,D,12.0,voting,19450104,1901-04-06,1901,1945,44,79090730,0.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790000520,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450104,1882-03-29,1882,1945,63,79093650,2.5481886100465558e-15,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9073,790000521,VOORHIS,HORACE,H,CA,M,D,12.0,voting,19450104,1901-04-06,1901,1945,44,79090730,0.0,2,13,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.65,0.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9365,790000539,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450104,1882-03-29,1882,1945,63,79093650,0.0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9073,790000549,VOORHIS,HORACE,H,CA,M,D,12.0,voting,19450104,1901-04-06,1901,1945,44,79090730,4.2311481762400805e-11,0,1,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9073,790000551,VOORHIS,HORACE,H,CA,M,D,12.0,voting,19450104,1901-04-06,1901,1945,44,79090730,0.0,5,6,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.1,0.1,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9184,790000554,RAMEY,HOMER,H,OH,M,R,9.0,voting,19450104,1891-03-02,1891,1945,54,79091840,0.0085653212882407,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9368,790000740,SABATH,ADOLPH,H,IL,M,D,5.0,voting,19450106,1866-04-04,1866,1945,79,79093680,0.0,9,18,14,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.36,0.28,0.08,0.06,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
9743,790000789,MASON,NOAH,H,IL,M,R,12.0,voting,19450108,1882-07-19,1882,1945,63,79097430,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790000875,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450108,1882-03-29,1882,1945,63,79093650,0.0,7,22,8,8,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.44,0.16,0.16,0.02,0.0,0.02,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
10008,790000892,KING,CECIL,H,CA,M,D,17.0,voting,19450108,1898-01-13,1898,1945,47,79100080,0.0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10008,790000896,KING,CECIL,H,CA,M,D,17.0,voting,19450108,1898-01-13,1898,1945,47,79100080,0.0,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10123,790001241,CELLER,EMANUEL,H,NY,M,D,15.0,voting,19450109,1888-05-06,1888,1945,57,79101230,0.0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9334,790001590,HAVENNER,FRANCK,H,CA,M,D,4.0,voting,19450111,1882-09-20,1882,1945,63,79093340,0.0,1,7,6,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.35,0.3,0.05,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9127,790001858,GIFFORD,CHARLES,H,MA,M,R,9.0,voting,19450111,1871-03-15,1871,1945,74,79091270,0.0001030299180618,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9005,790001990,HOOK,FRANK,H,MI,M,D,12.0,voting,19450111,1893-05-26,1893,1945,52,79090050,0.0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9368,790003278,SABATH,ADOLPH,H,IL,M,D,5.0,voting,19450118,1866-04-04,1866,1945,79,79093680,0.0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10123,790004231,CELLER,EMANUEL,H,NY,M,D,15.0,voting,19450122,1888-05-06,1888,1945,57,79101230,0.0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9127,790004459,GIFFORD,CHARLES,H,MA,M,R,9.0,voting,19450123,1871-03-15,1871,1945,74,79091270,0.0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790005288,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450125,1882-03-29,1882,1945,63,79093650,0.0,4,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.65,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9094,790006868,BRADLEY,FREDERICK,H,MI,M,R,11.0,voting,19450131,1898-04-12,1898,1945,47,79090940,0.0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9278,790007999,RICH,ROBERT,H,PA,M,R,15.0,voting,19450202,1883-06-23,1883,1945,62,79092780,0.0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790008000,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450202,1882-03-29,1882,1945,63,79093650,0.0,8,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9365,790008016,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450202,1882-03-29,1882,1945,63,79093650,0.0,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9613,790014676,VURSELL,CHARLES,H,IL,M,R,23.0,voting,19450221,1881-02-08,1881,1945,64,79096130,0.0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9278,790015837,RICH,ROBERT,H,PA,M,R,15.0,voting,19450226,1883-06-23,1883,1945,62,79092780,0.0,1,1,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.5,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9521,790016187,SHORT,DEWEY,H,MO,M,R,7.0,voting,19450226,1898-04-07,1898,1945,47,79095210,0.0,2,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9557,790022564,EBERHARTER,HERMAN,H,PA,M,D,32.0,voting,19450308,1892-04-29,1892,1945,53,79095570,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9146,790026525,JONES,ROBERT,H,OH,M,R,4.0,voting,19450314,1907-06-25,1907,1945,38,79091460,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9730,790027581,JUDD,WALTER,H,MN,M,R,5.0,voting,19450315,1898-09-25,1898,1945,47,79097300,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9016,790029434,LUCAS,SCOTT,S,IL,M,D,,voting,19450319,1892-02-19,1892,1945,53,79090161,0.0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10036,790029442,AIKEN,GEORGE,S,VT,M,R,,voting,19450319,1892-08-20,1892,1945,53,79100361,0.0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790029554,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450319,1882-03-29,1882,1945,63,79093650,0.0,2,9,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.35,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8854,790030043,WILLIS,RAYMOND,S,IN,M,R,,voting,19450320,1875-08-11,1875,1945,70,79088541,0.0,0,2,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.1,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8854,790030071,WILLIS,RAYMOND,S,IN,M,R,,voting,19450320,1875-08-11,1875,1945,70,79088541,0.002353046863905,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8854,790030085,WILLIS,RAYMOND,S,IN,M,R,,voting,19450320,1875-08-11,1875,1945,70,79088541,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9168,790030359,MCKELLAR,KENNETH,S,TN,M,D,,voting,19450320,1869-01-29,1869,1945,76,79091681,0.0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9016,790030364,LUCAS,SCOTT,S,IL,M,D,,voting,19450320,1892-02-19,1892,1945,53,79090161,0.0,1,16,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333333333333333,0.5333333333333333,0.3333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
9992,790030957,ELLENDER,ALLEN,S,LA,M,D,,voting,19450321,1890-09-24,1890,1945,55,79099921,0.0,1,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10036,790031309,AIKEN,GEORGE,S,VT,M,R,,voting,19450322,1892-08-20,1892,1945,53,79100361,0.0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9827,790031349,HILL,JOSEPH,S,AL,M,D,,voting,19450322,1894-12-29,1894,1945,51,79098271,0.0,5,14,4,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.1,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
9365,790035304,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450327,1882-03-29,1882,1945,63,79093650,0.0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9681,790044206,ROGERS,EDITH,H,MA,F,R,5.0,voting,19450424,1881-03-19,1881,1945,64,79096810,0.0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9260,790046009,MARCANTONIO,VITO,H,NY,M,A,18.0,voting,19450427,1902-12-10,1902,1945,43,79092600,0.0,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790046537,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450430,1882-03-29,1882,1945,63,79093650,0.0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9005,790051615,HOOK,FRANK,H,MI,M,D,12.0,voting,19450510,1893-05-26,1893,1945,52,79090050,0.0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9503,790053499,HINSHAW,JOHN,H,CA,M,R,20.0,voting,19450515,1894-07-28,1894,1945,51,79095030,0.0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9503,790053507,HINSHAW,JOHN,H,CA,M,R,20.0,voting,19450515,1894-07-28,1894,1945,51,79095030,5.1707563492945205e-09,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9249,790053884,KEEFE,FRANK,H,WI,M,R,6.0,voting,19450516,1887-09-23,1887,1945,58,79092490,0.0,1,2,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10221,790077245,EASTLAND,JAMES,S,MS,M,D,,voting,19450629,1904-11-28,1904,1945,41,79102211,0.0,3,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.2,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10221,790077338,EASTLAND,JAMES,S,MS,M,D,,voting,19450629,1904-11-28,1904,1945,41,79102211,0.0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10221,790077344,EASTLAND,JAMES,S,MS,M,D,,voting,19450629,1904-11-28,1904,1945,41,79102211,0.0,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790081103,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450709,1882-03-29,1882,1945,63,79093650,0.0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790081262,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450709,1882-03-29,1882,1945,63,79093650,0.0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790081264,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450709,1882-03-29,1882,1945,63,79093650,0.0,2,10,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.05,0.15,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9365,790081266,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450709,1882-03-29,1882,1945,63,79093650,0.0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790081404,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450710,1882-03-29,1882,1945,63,79093650,1.3027876136467154e-18,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9014,790082391,LANHAM,FRITZ,H,TX,M,D,12.0,voting,19450712,1880-01-03,1880,1945,65,79090140,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790082412,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450712,1882-03-29,1882,1945,63,79093650,0.0,3,12,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.6,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9260,790082424,MARCANTONIO,VITO,H,NY,M,A,18.0,voting,19450712,1902-12-10,1902,1945,43,79092600,0.0,14,10,0,1,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.25,0.0,0.025,0.075,0.0,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
9365,790084581,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450717,1882-03-29,1882,1945,63,79093650,0.0,10,6,6,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2,0.2,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
9368,790084584,SABATH,ADOLPH,H,IL,M,D,5.0,voting,19450717,1866-04-04,1866,1945,79,79093680,0.0,19,13,11,6,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.31666666666666665,0.21666666666666667,0.18333333333333332,0.1,0.0,0.13333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
9073,790084593,VOORHIS,HORACE,H,CA,M,D,12.0,voting,19450717,1901-04-06,1901,1945,44,79090730,0.0,2,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.5,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10008,790085576,KING,CECIL,H,CA,M,D,17.0,voting,19450718,1898-01-13,1898,1945,47,79100080,0.0,19,19,10,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31666666666666665,0.31666666666666665,0.16666666666666666,0.11666666666666667,0.06666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
9365,790085581,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450718,1882-03-29,1882,1945,63,79093650,0.0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9365,790085586,RANKIN,JOHN,H,MS,M,D,1.0,voting,19450718,1882-03-29,1882,1945,63,79093650,0.0,10,31,19,1,0,0,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0.14285714285714285,0.44285714285714284,0.2714285714285714,0.014285714285714285,0.0,0.0,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,70
9262,790085612,MAYBANK,BURNET,S,SC,M,D,,voting,19450718,1899-03-07,1899,1945,46,79092621,0.0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8741,790086492,BURTON,HAROLD,S,OH,M,R,,voting,19450719,1888-06-22,1888,1945,57,79087411,0.0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8741,790086494,BURTON,HAROLD,S,OH,M,R,,voting,19450719,1888-06-22,1888,1945,57,79087411,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9368,790086500,SABATH,ADOLPH,H,IL,M,D,5.0,voting,19450719,1866-04-04,1866,1945,79,79093680,0.0,0,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9121,790086510,FOLGER,JOHN,H,NC,M,D,5.0,voting,19450719,1880-12-18,1880,1945,65,79091210,0.0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9201,790086549,THOMASON,ROBERT,H,TX,M,D,16.0,voting,19450719,1879-05-30,1879,1945,66,79092010,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
