speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_1,cluster_0,cluster_5,cluster_2,cluster_4,cluster_8,cluster_3,cluster_14,cluster_12,cluster_10,cluster_7,cluster_13,cluster_15,cluster_6,cluster_9,cluster_11,cluster_17,cluster_16,cluster_18,cluster_1_p,cluster_0_p,cluster_5_p,cluster_2_p,cluster_4_p,cluster_8_p,cluster_3_p,cluster_14_p,cluster_12_p,cluster_10_p,cluster_7_p,cluster_13_p,cluster_15_p,cluster_6_p,cluster_9_p,cluster_11_p,cluster_17_p,cluster_16_p,cluster_18_p,n
7256,630073593,THOMAS,CHARLES,S,CO,M,D,,voting,19130915,1849-12-06,1849,1913,64,0.0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,630073679,THOMAS,CHARLES,S,CO,M,D,,voting,19130915,1849-12-06,1849,1913,64,0.0,2,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,630073681,THOMAS,CHARLES,S,CO,M,D,,voting,19130915,1849-12-06,1849,1913,64,0.0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,630073683,THOMAS,CHARLES,S,CO,M,D,,voting,19130915,1849-12-06,1849,1913,64,0.0,0,1,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.5,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,630091627,THOMAS,CHARLES,S,CO,M,D,,voting,19131125,1849-12-06,1849,1913,64,0.0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7223,630104080,MOSS,HUNTER,H,WV,M,R,4.0,voting,19131212,1874-05-26,1874,1913,39,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6849,630104538,ROOT,ELIHU,S,NY,M,R,,voting,19131213,1845-02-15,1845,1913,68,0.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7123,630105460,SHAFROTH,JOHN,S,CO,M,D,,voting,19131215,1854-06-09,1854,1913,59,0.0,1,1,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7501,630110854,STERLING,THOMAS,S,SD,M,R,,voting,19131219,1851-02-21,1851,1913,62,0.0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7223,630127656,MOSS,HUNTER,H,WV,M,R,4.0,voting,19140124,1874-05-26,1874,1914,40,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630130633,SMITH,HOKE,S,GA,M,D,,voting,19140129,1855-09-02,1855,1914,59,0.0,0,0,16,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7243,630130635,SMITH,HOKE,S,GA,M,D,,voting,19140129,1855-09-02,1855,1914,59,0.0,0,0,15,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.75,0.0,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8570,630162311,LEWIS,DAVID,H,MD,M,D,6.0,voting,19140304,1869-05-01,1869,1914,45,0.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7240,630177334,SHERMAN,LAWRENCE,S,IL,M,R,,voting,19140321,1858-11-08,1858,1914,56,0.0,2,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6948,630182418,MARTINE,JAMES,S,NJ,M,D,,voting,19140325,1850-08-25,1850,1914,64,0.0,1,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7331,630187458,KEATING,EDWARD,H,CO,M,D,-1.0,voting,19140331,1875-07-09,1875,1914,39,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6964,630204601,OLIVER,GEORGE,S,PA,M,R,,voting,19140421,1848-01-26,1848,1914,66,0.0,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7085,630206591,LOGUE,JAMES,H,PA,M,D,6.0,voting,19140423,1863-02-22,1863,1914,51,0.0,16,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8421052631578947,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
7812,630215839,RANSDELL,JOSEPH,S,LA,M,D,,voting,19140502,1858-10-07,1858,1914,56,0.0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7812,630215851,RANSDELL,JOSEPH,S,LA,M,D,,voting,19140502,1858-10-07,1858,1914,56,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7569,630216779,GOOD,JAMES,H,IA,M,R,5.0,voting,19140503,1866-09-24,1866,1914,48,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7751,630216780,SHERWOOD,ISAAC,H,OH,M,D,9.0,voting,19140503,1835-08-13,1835,1914,79,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7757,630216783,TOWNER,HORACE,H,IA,M,R,8.0,voting,19140503,1855-10-23,1855,1914,59,0.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7038,630219855,ELDER,JAMES,H,LA,M,D,5.0,voting,19140505,1882-10-05,1882,1914,32,0.0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6894,630222627,CHILTON,WILLIAM,S,WV,M,D,,voting,19140509,1858-03-17,1858,1914,56,0.0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,630243711,GALLINGER,JACOB,S,NH,M,R,,voting,19140602,1837-03-28,1837,1914,77,0.0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8359,630249234,RAINEY,HENRY,H,IL,M,D,20.0,voting,19140606,1860-08-20,1860,1914,54,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6933,630252168,KERN,JOHN,S,IN,M,D,,voting,19140610,1849-12-20,1849,1914,65,0.0,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7383,630252884,WILLIAMS,JOHN,S,MS,M,D,,voting,19140611,1854-07-30,1854,1914,60,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
6933,630257450,KERN,JOHN,S,IN,M,D,,voting,19140615,1849-12-20,1849,1914,65,0.2186577600095838,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,630258195,MANN,JAMES,H,IL,M,R,2.0,voting,19140615,1856-10-20,1856,1914,58,0.0,0,0,23,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7666666666666667,0.0,0.0,0.16666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
7613,630258196,MANN,JAMES,H,IL,M,R,2.0,voting,19140615,1856-10-20,1856,1914,58,0.0,3,2,7,1,13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.06666666666666667,0.23333333333333334,0.03333333333333333,0.43333333333333335,0.06666666666666667,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
7613,630258200,MANN,JAMES,H,IL,M,R,2.0,voting,19140615,1856-10-20,1856,1914,58,0.0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7285,630265954,CONRY,MICHAEL,H,NY,M,D,15.0,voting,19140621,1870-04-02,1870,1914,44,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,630269475,SMOOT,REED,S,UT,M,R,,voting,19140624,1862-01-10,1862,1914,52,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8203,630271390,ROBINSON,JOSEPH,S,AR,M,D,,voting,19140625,1872-08-26,1872,1914,42,0.0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7178,630272315,CLARKE,JAMES,S,AR,M,D,,voting,19140626,1854-08-18,1854,1914,60,1.077327734170765e-05,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8203,630273491,ROBINSON,JOSEPH,S,AR,M,D,,voting,19140627,1872-08-26,1872,1914,42,0.0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8509,630274740,BORAH,WILLIAM,S,ID,M,R,,voting,19140629,1865-06-29,1865,1914,49,0.0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,630277196,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19140701,1854-01-20,1854,1914,60,0.0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6894,630280400,CHILTON,WILLIAM,S,WV,M,D,,voting,19140706,1858-03-17,1858,1914,56,0.3388188849071195,0,1,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7457,630288093,KENYON,WILLIAM,S,IA,M,R,,voting,19140713,1869-06-10,1869,1914,45,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7226,630288264,NEWLANDS,FRANCIS,S,NV,M,D,,voting,19140713,1846-08-28,1846,1914,68,0.0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7038,630292691,ELDER,JAMES,H,LA,M,D,5.0,voting,19140717,1882-10-05,1882,1914,32,0.0,0,1,49,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.017241379310344827,0.8448275862068966,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
7038,630292698,ELDER,JAMES,H,LA,M,D,5.0,voting,19140717,1882-10-05,1882,1914,32,0.0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,630292705,MANN,JAMES,H,IL,M,R,2.0,voting,19140717,1856-10-20,1856,1914,58,0.0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9642857142857143,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
7613,630292713,MANN,JAMES,H,IL,M,R,2.0,voting,19140717,1856-10-20,1856,1914,58,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,630292731,MANN,JAMES,H,IL,M,R,2.0,voting,19140717,1856-10-20,1856,1914,58,0.0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,630292739,MANN,JAMES,H,IL,M,R,2.0,voting,19140717,1856-10-20,1856,1914,58,0.0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7124,630296337,SHARP,WILLIAM,H,OH,M,D,14.0,voting,19140722,1859-03-14,1859,1914,55,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7415,630298209,COLT,LEBARON,S,RI,M,R,,voting,19140724,1846-06-25,1846,1914,68,0.0,2,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.0,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6983,630302877,SUTHERLAND,GEORGE,S,UT,M,R,,voting,19140730,1862-03-25,1862,1914,52,0.0,3,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.1,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7244,630306080,SMITH,JOHN,S,MD,M,D,,voting,19140803,1845-02-05,1845,1914,69,3.859986087490625e-08,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630307540,SMITH,HOKE,S,GA,M,D,,voting,19140804,1855-09-02,1855,1914,59,0.0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8844,630311256,TAYLOR,EDWARD,H,CO,M,D,-1.0,voting,19140807,1858-06-19,1858,1914,56,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
7188,630312130,GALLINGER,JACOB,S,NH,M,R,,voting,19140808,1837-03-28,1837,1914,77,0.0,2,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.3,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,630312517,GALLINGER,JACOB,S,NH,M,R,,voting,19140808,1837-03-28,1837,1914,77,7.569971695511677e-07,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7383,630314281,WILLIAMS,JOHN,S,MS,M,D,,voting,19140811,1854-07-30,1854,1914,60,0.0,0,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.4,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8608,630323809,SHEPPARD,MORRIS,S,TX,M,D,,voting,19140822,1875-05-28,1875,1914,39,0.0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7128,630328546,STEVENS,FREDERICK,H,MN,M,R,4.0,voting,19140829,1861-01-01,1861,1914,53,0.0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7065,630329223,JAMES,OLLIE,S,KY,M,D,,voting,19140831,1871-07-27,1871,1914,43,0.0,3,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7354,630330723,POMERENE,ATLEE,S,OH,M,D,,voting,19140901,1863-12-06,1863,1914,51,0.0,2,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,630336033,GALLINGER,JACOB,S,NH,M,R,,voting,19140908,1837-03-28,1837,1914,77,0.0,0,1,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.5,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8303,630336067,FLETCHER,DUNCAN,S,FL,M,D,,voting,19140908,1859-01-06,1859,1914,55,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630340277,SMITH,HOKE,S,GA,M,D,,voting,19140911,1855-09-02,1855,1914,59,0.0,0,0,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8203,630340362,ROBINSON,JOSEPH,S,AR,M,D,,voting,19140911,1872-08-26,1872,1914,42,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7085,630342758,LOGUE,JAMES,H,PA,M,D,6.0,voting,19140914,1863-02-22,1863,1914,51,0.0,1,1,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7457,630344732,KENYON,WILLIAM,S,IA,M,R,,voting,19140916,1869-06-10,1869,1914,45,0.0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,630348455,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19140918,1854-01-20,1854,1914,60,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6939,630354322,LEA,LUKE,S,TN,M,D,,voting,19140925,1879-04-12,1879,1914,35,0.0,0,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7478,630354420,OWEN,ROBERT,S,OK,M,D,,voting,19140925,1856-02-02,1856,1914,58,0.0,1,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7047,630354544,GILL,MICHAEL,H,MO,M,D,12.0,voting,19140925,1864-12-05,1864,1914,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
7149,630357910,WEEKS,JOHN,S,MA,M,R,,voting,19141001,1860-04-11,1860,1914,54,0.0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6948,630360410,MARTINE,JAMES,S,NJ,M,D,,voting,19141005,1850-08-25,1850,1914,64,0.0559820329046617,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6894,630380413,CHILTON,WILLIAM,S,WV,M,D,,voting,19141218,1858-03-17,1858,1914,56,0.0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,630381015,GALLINGER,JACOB,S,NH,M,R,,voting,19141219,1837-03-28,1837,1914,77,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6896,630382897,CLARK,CLARENCE,S,WY,M,R,,voting,19141222,1851-04-16,1851,1914,63,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6983,630382914,SUTHERLAND,GEORGE,S,UT,M,R,,voting,19141222,1862-03-25,1862,1914,52,0.0,0,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
