speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_0,cluster_1,cluster_4,cluster_2,cluster_5,cluster_6,cluster_14,cluster_15,cluster_18,cluster_9,cluster_17,cluster_10,cluster_8,cluster_16,cluster_13,cluster_19,cluster_20,cluster_21,cluster_11,cluster_3,cluster_12,cluster_7,cluster_0_p,cluster_1_p,cluster_4_p,cluster_2_p,cluster_5_p,cluster_6_p,cluster_14_p,cluster_15_p,cluster_18_p,cluster_9_p,cluster_17_p,cluster_10_p,cluster_8_p,cluster_16_p,cluster_13_p,cluster_19_p,cluster_20_p,cluster_21_p,cluster_11_p,cluster_3_p,cluster_12_p,cluster_7_p,n
7495,650132657,SHIELDS,JOHN,S,TN,M,D,,voting,19171213,1858-08-15,1858,1917,59,65074951,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,650141860,REED,JAMES,S,MO,M,D,,voting,19180115,1861-11-09,1861,1918,57,65077421,0.0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,650179256,REED,JAMES,S,MO,M,D,,voting,19180308,1861-11-09,1861,1918,57,65077421,0.0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7233,650179267,PHELAN,JAMES,S,CA,M,D,,voting,19180308,1861-04-20,1861,1918,57,65072331,4.3957599691902014e-15,1,0,0,4,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,650179371,REED,JAMES,S,MO,M,D,,voting,19180308,1861-11-09,1861,1918,57,65077421,0.0,5,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,650179373,REED,JAMES,S,MO,M,D,,voting,19180308,1861-11-09,1861,1918,57,65077421,0.0,14,14,2,1,0,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0.05,0.025,0.0,0.1,0.0,0.025,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
7742,650179383,REED,JAMES,S,MO,M,D,,voting,19180308,1861-11-09,1861,1918,57,65077421,0.0,3,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,650183262,REED,JAMES,S,MO,M,D,,voting,19180312,1861-11-09,1861,1918,57,65077421,0.0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,650207454,REED,JAMES,S,MO,M,D,,voting,19180404,1861-11-09,1861,1918,57,65077421,0.0,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,650207465,REED,JAMES,S,MO,M,D,,voting,19180404,1861-11-09,1861,1918,57,65077421,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8173,650207886,LONGWORTH,NICHOLAS,H,OH,M,R,1.0,voting,19180404,1869-11-05,1869,1918,49,65081730,0.0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7572,650272542,HARDY,RUFUS,H,TX,M,D,6.0,voting,19180620,1855-12-16,1855,1918,63,65075720,0.0,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8215,650286870,STAFFORD,WILLIAM,H,WI,M,R,5.0,voting,19180706,1869-10-12,1869,1918,49,65082150,0.0,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7742,650288032,REED,JAMES,S,MO,M,D,,voting,19180708,1861-11-09,1861,1918,57,65077421,0.0,2,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8329,650292809,LONERGAN,AUGUSTINE,H,CT,M,D,1.0,voting,19180713,1874-05-20,1874,1918,44,65083290,0.0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7909,650294535,SINNOTT,NICHOLAS,H,OR,M,R,2.0,voting,19180820,1870-12-06,1870,1918,48,65079090,0.0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7482,650365644,RAGSDALE,JAMES,H,SC,M,D,6.0,voting,19190123,1872-12-14,1872,1919,47,65074820,0.0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7492,650376514,SAUNDERS,EDWARD,H,VA,M,D,5.0,voting,19190201,1860-10-20,1860,1919,59,65074920,0.0,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7492,650376609,SAUNDERS,EDWARD,H,VA,M,D,5.0,voting,19190201,1860-10-20,1860,1919,59,65074920,0.0,1,0,1,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.1,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7333,650410826,KELLOGG,FRANK,S,MN,M,R,,voting,19190227,1856-12-22,1856,1919,63,65073331,0.0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,660056337,THOMAS,CHARLES,S,CO,M,D,,voting,19190808,1849-12-06,1849,1919,70,66072561,0.0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7333,660090944,KELLOGG,FRANK,S,MN,M,R,,voting,19191003,1856-12-22,1856,1919,63,66073331,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7512,660238604,WELTY,BENJAMIN,H,OH,M,D,4.0,voting,19200505,1870-08-09,1870,1920,50,66075120,0.0,2,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7875,660248430,GARRETT,FINIS,H,TN,M,D,9.0,voting,19200518,1875-08-26,1875,1920,45,66078750,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,660248490,ALMON,EDWARD,H,AL,M,D,8.0,voting,19200518,1860-04-18,1860,1920,60,66082560,0.0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7875,660285831,GARRETT,FINIS,H,TN,M,D,9.0,voting,19201231,1875-08-26,1875,1920,45,66078750,0.0,15,4,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.5,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
7875,660286055,GARRETT,FINIS,H,TN,M,D,9.0,voting,19201231,1875-08-26,1875,1920,45,66078750,0.0003636733069897,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7497,660286071,SMALL,JOHN,H,NC,M,D,1.0,voting,19201231,1858-08-29,1858,1920,62,66074970,0.0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,660286101,ALMON,EDWARD,H,AL,M,D,8.0,voting,19201231,1860-04-18,1860,1920,60,66082560,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7499,660287246,STANLEY,AUGUSTUS,S,KY,M,D,,voting,19210104,1867-05-21,1867,1921,54,66074991,0.0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7499,660287268,STANLEY,AUGUSTUS,S,KY,M,D,,voting,19210104,1867-05-21,1867,1921,54,66074991,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7499,660287434,STANLEY,AUGUSTUS,S,KY,M,D,,voting,19210104,1867-05-21,1867,1921,54,66074991,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,20
7499,660287452,STANLEY,AUGUSTUS,S,KY,M,D,,voting,19210104,1867-05-21,1867,1921,54,66074991,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9286,660288413,WADSWORTH,JAMES,S,NY,M,R,,voting,19210105,1877-08-12,1877,1921,44,66092861,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9286,660288530,WADSWORTH,JAMES,S,NY,M,R,,voting,19210105,1877-08-12,1877,1921,44,66092861,0.0,4,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9286,660288560,WADSWORTH,JAMES,S,NY,M,R,,voting,19210105,1877-08-12,1877,1921,44,66092861,0.0,3,7,1,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.35,0.05,0.05,0.0,0.0,0.35,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7499,660290799,STANLEY,AUGUSTUS,S,KY,M,D,,voting,19210107,1867-05-21,1867,1921,54,66074991,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9286,660293904,WADSWORTH,JAMES,S,NY,M,R,,voting,19210111,1877-08-12,1877,1921,44,66092861,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9286,660293915,WADSWORTH,JAMES,S,NY,M,R,,voting,19210111,1877-08-12,1877,1921,44,66092861,0.0,4,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7499,660293973,STANLEY,AUGUSTUS,S,KY,M,D,,voting,19210111,1867-05-21,1867,1921,54,66074991,0.0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8216,660302313,STEVENSON,WILLIAM,H,SC,M,D,5.0,voting,19210121,1861-11-23,1861,1921,60,66082160,0.0,3,1,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,660307373,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19210127,1854-01-20,1854,1921,67,66078171,0.0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7742,660348763,REED,JAMES,S,MO,M,D,,voting,19210303,1861-11-09,1861,1921,60,66077421,0.0,0,2,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.3,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,660349866,ALMON,EDWARD,H,AL,M,D,8.0,voting,19210303,1860-04-18,1860,1921,61,66082560,0.0,10,0,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
8242,660349946,WOOD,WILLIAM,H,IN,M,R,10.0,voting,19210303,1861-01-05,1861,1921,60,66082420,0.0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7564,670056769,FORDNEY,JOSEPH,H,MI,M,R,8.0,voting,19210714,1853-11-05,1853,1921,68,67075640,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8915,670190329,MCNARY,CHARLES,S,OR,M,R,,voting,19220310,1874-06-12,1874,1922,48,67089151,1.7668410824340696e-13,5,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,670191083,ALMON,EDWARD,H,AL,M,D,8.0,voting,19220310,1860-04-18,1860,1922,62,67082560,0.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8450,670223383,KING,WILLIAM,S,UT,M,D,,voting,19220425,1863-06-03,1863,1922,59,67084501,0.0,2,1,2,3,2,1,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.05,0.1,0.15,0.1,0.05,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
8167,670224010,LANKFORD,WILLIAM,H,GA,M,D,11.0,voting,19220425,1877-12-07,1877,1922,45,67081670,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7900,670230031,ODDIE,TASKER,S,NV,M,R,,voting,19220505,1870-10-20,1870,1922,52,67079001,0.0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,670234255,KING,WILLIAM,S,UT,M,D,,voting,19220511,1863-06-03,1863,1922,59,67084501,0.0,8,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8450,670234359,KING,WILLIAM,S,UT,M,D,,voting,19220511,1863-06-03,1863,1922,59,67084501,0.0,1,5,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8201,670277165,QUIN,PERCY,H,MS,M,D,7.0,voting,19220624,1872-10-30,1872,1922,50,67082010,0.0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7960,670277237,FISHER,HUBERT,H,TN,M,D,10.0,voting,19220624,1877-10-06,1877,1922,45,67079600,0.0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8256,670277239,ALMON,EDWARD,H,AL,M,D,8.0,voting,19220624,1860-04-18,1860,1922,62,67082560,0.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7883,670308337,JONES,WESLEY,S,WA,M,R,,voting,19220817,1863-10-09,1863,1922,59,67078831,0.0,4,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7883,670308899,JONES,WESLEY,S,WA,M,R,,voting,19220818,1863-10-09,1863,1922,59,67078831,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9760,670315695,RAYBURN,SAMUEL,H,TX,M,D,4.0,voting,19220830,1882-01-06,1882,1922,40,67097600,0.0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7602,670315836,KRAUS,MILTON,H,IN,M,R,11.0,voting,19220830,1866-06-26,1866,1922,56,67076020,0.0,5,11,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.16666666666666666,0.36666666666666664,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,30
8685,670315846,MAPES,CARL,H,MI,M,R,5.0,voting,19220830,1874-12-26,1874,1922,48,67086850,0.0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7604,670386380,LADD,EDWIN,S,ND,M,R,,voting,19230208,1859-12-13,1859,1923,64,67076041,0.0,18,3,0,0,2,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
7604,670386382,LADD,EDWIN,S,ND,M,R,,voting,19230208,1859-12-13,1859,1923,64,67076041,0.0,25,10,0,1,0,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.2,0.0,0.02,0.0,0.04,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
7604,670386384,LADD,EDWIN,S,ND,M,R,,voting,19230208,1859-12-13,1859,1923,64,67076041,0.0233307522501253,2,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7604,670386398,LADD,EDWIN,S,ND,M,R,,voting,19230208,1859-12-13,1859,1923,64,67076041,3.703149122092227e-13,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7604,670400744,LADD,EDWIN,S,ND,M,R,,voting,19230222,1859-12-13,1859,1923,64,67076041,0.0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,680004991,ALMON,EDWARD,H,AL,M,D,8.0,voting,19240110,1860-04-18,1860,1924,64,68082560,0.0,3,1,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8256,680004997,ALMON,EDWARD,H,AL,M,D,8.0,voting,19240110,1860-04-18,1860,1924,64,68082560,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8330,680013459,LOZIER,RALPH,H,MO,M,D,2.0,voting,19240125,1866-01-28,1866,1924,58,68083300,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
