speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_0,cluster_3,cluster_2,cluster_1,cluster_6,cluster_8,cluster_7,cluster_10,cluster_12,cluster_5,cluster_14,cluster_11,cluster_9,cluster_15,cluster_16,cluster_4,cluster_17,cluster_13,cluster_0_p,cluster_3_p,cluster_2_p,cluster_1_p,cluster_6_p,cluster_8_p,cluster_7_p,cluster_10_p,cluster_12_p,cluster_5_p,cluster_14_p,cluster_11_p,cluster_9_p,cluster_15_p,cluster_16_p,cluster_4_p,cluster_17_p,cluster_13_p,n
7776,630394925,CARTER,CHARLES,H,OK,M,D,4.0,voting,19150108,1868-08-16,1868,1915,47,0.0,1,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.5263157894736842,0.2631578947368421,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
7891,630406183,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19150119,1855-03-21,1855,1915,60,0.0,1,2,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0.1,0.2,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7891,630406187,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19150119,1855-03-21,1855,1915,60,0.0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,630416007,MANN,JAMES,H,IL,M,R,2.0,voting,19150128,1856-10-20,1856,1915,59,0.0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,630449351,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19150224,1855-03-21,1855,1915,60,0.0250290935888508,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8215,640004858,STAFFORD,WILLIAM,H,WI,M,R,5.0,voting,19160107,1869-10-12,1869,1916,47,0.0,2,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.3,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7337,640015772,LITTLEPAGE,ADAM,H,WV,M,D,3.0,voting,19160125,1859-04-14,1859,1916,57,0.0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7284,640025758,CONNELLY,JOHN,H,KS,M,D,6.0,voting,19160207,1870-02-27,1870,1916,46,0.0,2,12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7658,640028150,STEENERSON,HALVOR,H,MN,M,R,9.0,voting,19160210,1852-06-30,1852,1916,64,0.0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7345,640053561,MYERS,HENRY,S,MT,M,D,,voting,19160313,1862-10-09,1862,1916,54,0.0,3,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7345,640054605,MYERS,HENRY,S,MT,M,D,,voting,19160314,1862-10-09,1862,1916,54,0.0,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,640055528,GALLINGER,JACOB,S,NH,M,R,,voting,19160315,1837-03-28,1837,1916,79,0.0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,640055548,SMITH,ELLISON,S,SC,M,D,,voting,19160315,1864-08-01,1864,1916,52,0.0,1,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.4,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7341,640095434,MCCUMBER,PORTER,S,ND,M,R,,voting,19160421,1858-02-03,1858,1916,58,0.0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7142,640110422,VARDAMAN,JAMES,S,MS,M,D,,voting,19160505,1861-07-26,1861,1916,55,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8132,640120188,HADLEY,LINDLEY,H,WA,M,R,2.0,voting,19160516,1861-06-19,1861,1916,55,0.0,1,1,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.0,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7212,640120338,LOUD,GEORGE,H,MI,M,R,10.0,voting,19160516,1852-06-18,1852,1916,64,0.0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7212,640120353,LOUD,GEORGE,H,MI,M,R,10.0,voting,19160516,1852-06-18,1852,1916,64,0.0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8030,640123948,SLOAN,CHARLES,H,NE,M,R,4.0,voting,19160519,1863-05-02,1863,1916,53,0.0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7138,640124222,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19160520,1847-08-11,1847,1916,69,0.0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7609,640125938,LONDON,MEYER,H,NY,M,S,12.0,voting,19160522,1871-12-29,1871,1916,45,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8129,640132730,GORE,THOMAS,S,OK,M,D,,voting,19160529,1870-12-10,1870,1916,46,0.0,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7372,640136458,SULLOWAY,CYRUS,H,NH,M,R,1.0,voting,19160601,1839-06-08,1839,1916,77,0.0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7142,640160980,VARDAMAN,JAMES,S,MS,M,D,,voting,19160705,1861-07-26,1861,1916,55,0.0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,640161363,GALLINGER,JACOB,S,NH,M,R,,voting,19160705,1837-03-28,1837,1916,79,0.0,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7959,640176695,FESS,SIMEON,H,OH,M,R,7.0,voting,19160721,1861-12-11,1861,1916,55,0.0,4,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,640194316,GALLINGER,JACOB,S,NH,M,R,,voting,19160814,1837-03-28,1837,1916,79,0.0,0,0,6,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7713,640195538,KITCHIN,CLAUDE,H,NC,M,D,2.0,voting,19160815,1869-03-24,1869,1916,47,0.0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8710,640204554,SMITH,ELLISON,S,SC,M,D,,voting,19160831,1864-08-01,1864,1916,52,0.0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7232,640210262,PENROSE,BOIES,S,PA,M,R,,voting,19160905,1860-11-01,1860,1916,56,0.0,1,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.6,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7142,640212190,VARDAMAN,JAMES,S,MS,M,D,,voting,19160907,1861-07-26,1861,1916,55,0.0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8201,640219863,QUIN,PERCY,H,MS,M,D,7.0,voting,19161214,1872-10-30,1872,1916,44,0.0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7378,640248662,TOWNSEND,CHARLES,S,MI,M,R,,voting,19170123,1856-08-15,1856,1917,61,0.0,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7430,640256051,FALL,ALBERT,S,NM,M,R,,voting,19170128,1861-11-26,1861,1917,56,0.0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,640261482,SMITH,ELLISON,S,SC,M,D,,voting,19170202,1864-08-01,1864,1917,53,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7564,650031939,FORDNEY,JOSEPH,H,MI,M,R,8.0,voting,19170511,1853-11-05,1853,1917,64,0.0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,650038912,GALLINGER,JACOB,S,NH,M,R,,voting,19170518,1837-03-28,1837,1917,80,1.1329992553375063e-11,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7959,650049972,FESS,SIMEON,H,OH,M,R,7.0,voting,19170528,1861-12-11,1861,1917,56,0.0,1,1,14,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7630,650055392,PADGETT,LEMUEL,H,TN,M,D,7.0,voting,19170607,1855-11-28,1855,1917,62,0.0,2,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,650078252,SMITH,HOKE,S,GA,M,D,,voting,19170703,1855-09-02,1855,1917,62,0.0,1,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,650078258,SMITH,HOKE,S,GA,M,D,,voting,19170703,1855-09-02,1855,1917,62,0.0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,650083132,SMOOT,REED,S,UT,M,R,,voting,19170711,1862-01-10,1862,1917,55,0.0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,650084350,NORRIS,GEORGE,S,NE,M,R,,voting,19170712,1861-07-11,1861,1917,56,0.0,2,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7155,650084556,HARDWICK,THOMAS,S,GA,M,D,,voting,19170712,1872-12-09,1872,1917,45,0.0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8303,650089756,FLETCHER,DUNCAN,S,FL,M,D,,voting,19170723,1859-01-06,1859,1917,58,0.0,1,1,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8482,650100515,TRAMMELL,PARK,S,FL,M,D,,voting,19170823,1876-04-09,1876,1917,41,0.0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7142,650100517,VARDAMAN,JAMES,S,MS,M,D,,voting,19170823,1861-07-26,1861,1917,56,0.0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,650101475,SMOOT,REED,S,UT,M,R,,voting,19170824,1862-01-10,1862,1917,55,0.0,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7564,650106237,FORDNEY,JOSEPH,H,MI,M,R,8.0,voting,19170904,1853-11-05,1853,1917,64,0.0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8482,650108393,TRAMMELL,PARK,S,FL,M,D,,voting,19170907,1876-04-09,1876,1917,41,0.0,0,1,9,0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.05,0.45,0.0,0.2,0.15,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8482,650108406,TRAMMELL,PARK,S,FL,M,D,,voting,19170907,1876-04-09,1876,1917,41,0.0,2,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8129,650110735,GORE,THOMAS,S,OK,M,D,,voting,19170910,1870-12-10,1870,1917,47,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8215,650134666,STAFFORD,WILLIAM,H,WI,M,R,5.0,voting,19171215,1869-10-12,1869,1917,48,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7273,650139060,BORLAND,WILLIAM,H,MO,M,D,5.0,voting,19180108,1867-10-14,1867,1918,51,0.0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7344,650152484,MILLER,CLARENCE,H,MN,M,R,8.0,voting,19180205,1872-03-13,1872,1918,46,0.0,1,1,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7344,650152518,MILLER,CLARENCE,H,MN,M,R,8.0,voting,19180205,1872-03-13,1872,1918,46,4.999664865093126e-12,1,2,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0.1,0.2,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7621,650159925,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180215,1860-11-06,1860,1918,58,0.0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8215,650160797,STAFFORD,WILLIAM,H,WI,M,R,5.0,voting,19180216,1869-10-12,1869,1918,49,0.0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8789,650162121,JOHNSON,HIRAM,S,CA,M,R,,voting,19180219,1866-09-02,1866,1918,52,0.0,0,0,2,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7341,650166602,MCCUMBER,PORTER,S,ND,M,R,,voting,19180225,1858-02-03,1858,1918,60,0.0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7341,650189546,MCCUMBER,PORTER,S,ND,M,R,,voting,19180319,1858-02-03,1858,1918,60,0.0,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7713,650202523,KITCHIN,CLAUDE,H,NC,M,D,2.0,voting,19180330,1869-03-24,1869,1918,49,0.0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7142,650215072,VARDAMAN,JAMES,S,MS,M,D,,voting,19180411,1861-07-26,1861,1918,57,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7354,650240240,POMERENE,ATLEE,S,OH,M,D,,voting,19180510,1863-12-06,1863,1918,55,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,650240492,THOMAS,CHARLES,S,CO,M,D,,voting,19180510,1849-12-06,1849,1918,69,0.0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7959,650250869,FESS,SIMEON,H,OH,M,R,7.0,voting,19180521,1861-12-11,1861,1918,57,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,650266215,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19180612,1855-03-21,1855,1918,63,0.0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7344,650274541,MILLER,CLARENCE,H,MN,M,R,8.0,voting,19180624,1872-03-13,1872,1918,46,3.9177979339710923e-13,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7341,650292281,MCCUMBER,PORTER,S,ND,M,R,,voting,19180713,1858-02-03,1858,1918,60,0.0,0,0,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8129,650293918,GORE,THOMAS,S,OK,M,D,,voting,19180718,1870-12-10,1870,1918,48,0.0,6,1,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.3,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7742,650309586,REED,JAMES,S,MO,M,D,,voting,19180913,1861-11-09,1861,1918,57,0.0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,650324450,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19181004,1855-03-21,1855,1918,63,0.0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7346,650325769,NEW,HARRY,S,IN,M,R,,voting,19181014,1858-12-31,1858,1918,60,0.0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,650333661,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19181203,1855-03-21,1855,1918,63,0.0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8306,650334060,FREAR,JAMES,H,WI,M,R,10.0,voting,19181204,1861-10-24,1861,1918,57,0.0,0,1,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,650337553,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19181210,1855-03-21,1855,1918,63,0.4696630944592665,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,650344255,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19181218,1855-03-21,1855,1918,63,0.0,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8333333333333334,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
7354,650345803,POMERENE,ATLEE,S,OH,M,D,,voting,19181220,1863-12-06,1863,1918,55,2.504756560633281e-23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7341,650346374,MCCUMBER,PORTER,S,ND,M,R,,voting,19181221,1858-02-03,1858,1918,60,0.0,2,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,650355655,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19190113,1855-03-21,1855,1919,64,0.0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8004,650387249,MCCULLOCH,ROSCOE,H,OH,M,R,16.0,voting,19190211,1880-11-27,1880,1919,39,0.0,0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
