Unnamed: 0,speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_2,cluster_4,cluster_0,cluster_5,cluster_7,cluster_6,cluster_12,cluster_10,cluster_14,cluster_9,cluster_8,cluster_3,cluster_11,cluster_1,cluster_13,cluster_2_p,cluster_4_p,cluster_0_p,cluster_5_p,cluster_7_p,cluster_6_p,cluster_12_p,cluster_10_p,cluster_14_p,cluster_9_p,cluster_8_p,cluster_3_p,cluster_11_p,cluster_1_p,cluster_13_p,n
12188,98117000,980018962,PAUL,RONALD,H,TX,M,R,22.0,voting,19830322,1935-08-20,1935,1983,48,0.0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
12565,98109060,980019513,GAYDOS,JOSEPH,H,PA,M,D,20.0,voting,19830322,1926-07-03,1926,1983,57,0.0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
19678,98114621,980030247,BYRD,ROBERT,S,WV,M,D,,voting,19830421,1917-11-20,1917,1983,66,0.0,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,9
22620,98108181,980034772,DANFORTH,JOHN,S,MO,M,R,,voting,19830504,1936-09-05,1936,1983,47,0.0,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
25171,98114621,980038843,BYRD,ROBERT,S,WV,M,D,,voting,19830511,1917-11-20,1917,1983,66,0.0,0,2,3,3,0,0,0,0,2,0,0,0,0,0,0,0.0,0.2,0.3,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
25972,98108021,980039995,SYMMS,STEVEN,S,ID,M,R,,voting,19830512,1938-04-23,1938,1983,45,0.0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
27625,98108650,980042503,WRIGHT,JAMES,H,TX,M,D,12.0,voting,19830518,1922-12-22,1922,1983,61,0.0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
28868,98105301,980044413,PERCY,CHARLES,S,IL,M,R,,voting,19830520,1919-09-27,1919,1983,64,0.0,0,2,0,1,1,0,0,6,0,0,0,0,0,0,0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
30044,98108511,980046183,SASSER,JAMES,S,TN,M,D,,voting,19830525,1936-09-30,1936,1983,47,0.0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
34665,98112950,980053052,COYNE,WILLIAM,H,PA,M,D,14.0,voting,19830609,1936-08-24,1936,1983,47,0.0,4,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0.4,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
189540,98120210,980058306,LEVIN,SANDER,H,MI,M,D,17.0,voting,19830616,1931-09-06,1931,1983,52,0.0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,10
38529,98108071,980058806,BENTSEN,LLOYD,S,TX,M,D,,voting,19830616,1921-02-11,1921,1983,62,0.0,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
38994,98116481,980059442,LUGAR,RICHARD,S,IN,M,R,,voting,19830616,1932-04-04,1932,1983,51,0.0,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
41313,98107460,980062915,RUDD,ELDON,H,AZ,M,R,4.0,voting,19830623,1920-07-15,1920,1983,63,0.0,0,1,5,0,1,0,0,2,1,0,0,0,0,0,0,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
41438,98107460,980063073,RUDD,ELDON,H,AZ,M,R,4.0,voting,19830623,1920-07-15,1920,1983,63,0.0,3,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0.3,0.1,0.3,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
42234,98105111,980064299,JEPSEN,ROGER,S,IA,M,R,,voting,19830628,1928-12-23,1928,1983,55,0.0,2,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0.2,0.1,0.4,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
42909,98120010,980065139,KAPTUR,MARCY,H,OH,F,D,9.0,voting,19830628,1946-06-17,1946,1983,37,0.0,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
48487,98108621,980073156,WALLOP,MALCOLM,S,WY,M,R,,voting,19830718,1933-02-27,1933,1983,50,0.0,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
49302,98106921,980074390,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19830720,1915-11-11,1915,1983,68,0.0,4,1,2,10,0,1,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.5555555555555556,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
49983,98108260,980075258,FRENZEL,WILLIAM,H,MN,M,R,3.0,voting,19830720,1928-07-31,1928,1983,55,0.0,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
51005,98113281,980076622,SARBANES,PAUL,S,MD,M,D,,voting,19830721,1933-02-03,1933,1983,50,0.0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
52081,98108690,980078078,ANNUNZIO,FRANK,H,IL,M,D,11.0,voting,19830725,1915-01-12,1915,1983,68,0.0,0,5,1,0,1,1,0,1,1,0,0,0,0,0,0,0.0,0.5,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
57277,98108301,980085778,HEINZ,HENRY,S,PA,M,R,,voting,19830802,1938-10-23,1938,1983,45,0.0,2,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0.2,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
198283,98107320,980087749,JONES,JAMES,H,OK,M,D,1.0,voting,19830803,1939-05-05,1939,1983,44,0.0,1,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.0,0.4,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
59483,98108391,980089089,METZENBAUM,HOWARD,S,OH,M,D,,voting,19830804,1917-06-04,1917,1983,66,0.0,2,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
61853,98115140,980092864,REGULA,RALPH,H,OH,M,R,16.0,voting,19830914,1924-12-03,1924,1983,59,0.0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
64028,98116880,980096236,KILDEE,DALE,H,MI,M,D,7.0,voting,19830920,1929-09-16,1929,1983,54,0.0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
64304,98108781,980096630,BRADLEY,WILLIAM,S,NJ,M,D,,voting,19830920,1943-07-28,1943,1983,40,0.0,4,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0.4,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
64305,98113921,980096631,WARNER,JOHN,S,VA,M,R,,voting,19830920,1927-02-18,1927,1983,56,0.0,5,1,0,0,4,7,0,0,2,0,1,0,0,0,0,0.25,0.05,0.0,0.0,0.2,0.35,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,20
68862,98110161,980103409,DOLE,ROBERT,S,KS,M,R,,voting,19830929,1923-07-22,1923,1983,60,0.0,3,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0.3,0.2,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
69107,98106600,980103798,CONABLE,BARBER,H,NY,M,R,30.0,voting,19830929,1922-11-02,1922,1983,61,0.0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
69589,98110610,980104516,MICHEL,ROBERT,H,IL,M,R,18.0,voting,19830929,1923-03-02,1923,1983,60,0.0,1,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0.1,0.5,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
73881,98106591,980110924,CHILES,LAWTON,S,FL,M,D,,voting,19831007,1930-04-03,1930,1983,53,0.0,1,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0.1,0.3,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
77250,98105911,980115952,EAGLETON,THOMAS,S,MO,M,D,,voting,19831020,1929-09-04,1929,1983,54,0.0,0,0,3,1,0,0,0,1,1,4,0,0,0,0,0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,10
81838,98108071,980122812,BENTSEN,LLOYD,S,TX,M,D,,voting,19831028,1921-02-11,1921,1983,62,0.0,2,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0.2,0.1,0.4,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
83085,98108021,980124672,SYMMS,STEVEN,S,ID,M,R,,voting,19831031,1938-04-23,1938,1983,45,0.0,1,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
85824,98116940,980128727,LUNGREN,DANIEL,H,CA,M,R,42.0,voting,19831104,1946-09-22,1946,1983,37,0.0,0,1,2,0,6,0,0,1,0,0,0,0,0,0,0,0.0,0.1,0.2,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
86709,98120181,980129926,LEAHY,PATRICK,S,VT,M,D,,voting,19831107,1940-03-31,1940,1983,43,0.0,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
91393,98107830,980136966,KEMP,JACK,H,NY,M,R,31.0,voting,19831112,1935-07-13,1935,1983,48,0.0,2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
93338,98106591,980139929,CHILES,LAWTON,S,FL,M,D,,voting,19831116,1930-04-03,1930,1983,53,0.0,2,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0.2,0.1,0.3,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
95037,98110710,980142355,RIDGE,THOMAS,H,PA,M,R,21.0,voting,19831117,1945-08-26,1945,1983,38,0.0,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
191741,98108401,980149799,MITCHELL,GEORGE,S,ME,M,D,,voting,19840131,1933-08-20,1933,1984,51,0.0,1,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0.1,0.0,0.2,0.3,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
100424,98109500,980150783,MOODY,JIM,H,WI,M,D,5.0,voting,19840201,1935-09-02,1935,1984,49,0.0,2,2,0,0,2,1,0,0,0,0,3,0,0,0,0,0.2,0.2,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,10
100896,98108511,980151428,SASSER,JAMES,S,TN,M,D,,voting,19840201,1936-09-30,1936,1984,48,0.0,1,2,1,0,4,0,0,2,0,0,0,0,0,0,0,0.1,0.2,0.1,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
100934,98109500,980151531,MOODY,JIM,H,WI,M,D,5.0,voting,19840202,1935-09-02,1935,1984,49,0.0,1,1,2,0,5,0,0,1,0,0,0,0,0,0,0,0.1,0.1,0.2,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
100957,98106660,980151565,ERLENBORN,JOHN,H,IL,M,R,13.0,voting,19840202,1927-02-08,1927,1984,57,0.0,2,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0.2,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
109271,98107120,980163818,BEDELL,BERKLEY,H,IA,M,D,6.0,voting,19840307,1921-03-05,1921,1984,63,0.0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
110117,98115870,980165189,MOLLOHAN,ALAN,H,WV,M,D,1.0,voting,19840313,1943-05-14,1943,1984,41,0.0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
110149,98107961,980165242,RUDMAN,WARREN,S,NH,M,R,,voting,19840313,1930-05-18,1930,1984,54,0.0,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10
110150,98108191,980165244,DECONCINI,DENNIS,S,AZ,M,D,,voting,19840313,1937-05-08,1937,1984,47,0.0,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
112830,98107940,980169410,RODINO,PETER,H,NJ,M,D,10.0,voting,19840322,1909-06-07,1909,1984,75,0.0,3,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0.3,0.1,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
115515,98107821,980173365,KASTEN,ROBERT,S,WI,M,R,,voting,19840402,1942-06-19,1942,1984,42,0.0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
117712,98107850,980176496,LATTA,DELBERT,H,OH,M,R,5.0,voting,19840405,1920-03-05,1920,1984,64,0.0,3,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0.3,0.0,0.2,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
119139,98111021,980178645,CHAFEE,JOHN,S,RI,M,R,,voting,19840410,1922-10-22,1922,1984,62,0.0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
120312,98107120,980180319,BEDELL,BERKLEY,H,IA,M,D,6.0,voting,19840411,1921-03-05,1921,1984,63,0.0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
120336,98112950,980180349,COYNE,WILLIAM,H,PA,M,D,14.0,voting,19840411,1936-08-24,1936,1984,48,0.0,1,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0.1,0.0,0.3,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
122674,98113601,980183884,DOMENICI,PETE,S,NM,M,R,,voting,19840424,1932-05-07,1932,1984,52,0.0,5,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
122980,98115351,980184335,BIDEN,JOSEPH,S,DE,M,D,,voting,19840425,1942-11-20,1942,1984,42,0.0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
123703,98105451,980185418,TOWER,JOHN,S,TX,M,R,,voting,19840426,1925-09-29,1925,1984,59,0.0,2,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
124915,98115351,980187460,BIDEN,JOSEPH,S,DE,M,D,,voting,19840502,1942-11-20,1942,1984,42,0.0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
125467,98108211,980188318,DURENBERGER,DAVID,S,MN,M,R,,voting,19840503,1934-08-19,1934,1984,50,0.0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
126142,98114621,980189361,BYRD,ROBERT,S,WV,M,D,,voting,19840508,1917-11-20,1917,1984,67,0.0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
127726,98115900,980191770,MURTHA,JOHN,H,PA,M,D,12.0,voting,19840510,1932-06-17,1932,1984,52,0.0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,10
128535,98105301,980192967,PERCY,CHARLES,S,IL,M,R,,voting,19840515,1919-09-27,1919,1984,65,0.0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
129836,98109641,980194781,PRESSLER,LARRY,S,SD,M,R,,voting,19840516,1942-03-29,1942,1984,42,0.0,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
134232,98111790,980200881,FAZIO,VICTOR,H,CA,M,D,4.0,voting,19840523,1942-10-11,1942,1984,42,0.0,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
134265,98108320,980200924,KASTENMEIER,ROBERT,H,WI,M,D,2.0,voting,19840523,1924-01-24,1924,1984,60,0.0,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
136682,98116800,980204701,FRANK,BARNEY,H,MA,M,D,4.0,voting,19840531,1940-03-31,1940,1984,44,0.0,1,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0.1,0.3,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
137614,98107230,980206092,FUQUA,DON,H,FL,M,D,2.0,voting,19840605,1933-08-20,1933,1984,51,0.0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
138805,98109561,980208087,NUNN,SAMUEL,S,GA,M,D,,voting,19840607,1938-09-08,1938,1984,46,0.0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
139832,98113010,980209436,GEKAS,GEORGE,H,PA,M,R,17.0,voting,19840607,1930-04-14,1930,1984,54,0.0,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
140881,98116421,980210967,BINGAMAN,JEFF,S,NM,M,D,,voting,19840612,1943-10-03,1943,1984,41,0.0,1,0,11,7,1,0,0,0,0,0,0,0,0,0,0,0.05,0.0,0.55,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
142242,98113921,980212884,WARNER,JOHN,S,VA,M,R,,voting,19840613,1927-02-18,1927,1984,57,0.0,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
143723,98115351,980214974,BIDEN,JOSEPH,S,DE,M,D,,voting,19840614,1942-11-20,1942,1984,42,0.0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
144962,98109561,980216842,NUNN,SAMUEL,S,GA,M,D,,voting,19840618,1938-09-08,1938,1984,46,0.0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
193568,98111531,980220124,ROTH,WILLIAM,S,DE,M,R,,voting,19840620,1921-07-22,1921,1984,63,0.0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
147568,98109561,980220405,NUNN,SAMUEL,S,GA,M,D,,voting,19840620,1938-09-08,1938,1984,46,0.0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
147569,98109561,980220406,NUNN,SAMUEL,S,GA,M,D,,voting,19840620,1938-09-08,1938,1984,46,0.0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
202641,98121440,980225405,SMITH,CHRISTOPHER,H,NJ,M,R,4.0,voting,19840626,1953-03-04,1953,1984,31,0.0,1,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0.1,0.4,0.3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
152530,98113921,980227539,WARNER,JOHN,S,VA,M,R,,voting,19840627,1927-02-18,1927,1984,57,0.0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
152813,98114941,980228028,KENNEDY,EDWARD,S,MA,M,D,,voting,19840628,1932-02-22,1932,1984,52,0.0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
159020,98108391,980238426,METZENBAUM,HOWARD,S,OH,M,D,,voting,19840731,1917-06-04,1917,1984,67,0.0,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
162408,98105111,980243463,JEPSEN,ROGER,S,IA,M,R,,voting,19840807,1928-12-23,1928,1984,56,0.0,2,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0.2,0.0,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
167980,98107850,980251728,LATTA,DELBERT,H,OH,M,R,5.0,voting,19840909,1920-03-05,1920,1984,64,0.0,0,1,2,4,1,0,0,1,1,0,0,0,0,0,0,0.0,0.1,0.2,0.4,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
172162,98110300,980258390,GRADISON,WILLIS,H,OH,M,R,2.0,voting,19840920,1928-12-28,1928,1984,56,0.0,1,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
172744,98108071,980259357,BENTSEN,LLOYD,S,TX,M,D,,voting,19840924,1921-02-11,1921,1984,63,0.0,2,1,1,0,2,4,0,1,8,1,0,0,0,0,0,0.1,0.05,0.05,0.0,0.1,0.2,0.0,0.05,0.4,0.05,0.0,0.0,0.0,0.0,0.0,20
174472,98106591,980261916,CHILES,LAWTON,S,FL,M,D,,voting,19840927,1930-04-03,1930,1984,54,0.0,6,3,1,1,0,7,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
185332,98107940,980278322,RODINO,PETER,H,NJ,M,D,10.0,voting,19841010,1909-06-07,1909,1984,75,0.0,4,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0.4,0.1,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
