speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_3,cluster_1,cluster_5,cluster_4,cluster_0,cluster_2,cluster_6,cluster_8,cluster_12,cluster_11,cluster_9,cluster_10,cluster_7,cluster_3_p,cluster_1_p,cluster_5_p,cluster_4_p,cluster_0_p,cluster_2_p,cluster_6_p,cluster_8_p,cluster_12_p,cluster_11_p,cluster_9_p,cluster_10_p,cluster_7_p,n
8897,660319774,GLASS,CARTER,S,VA,M,D,,voting,19210207,1858-01-04,1858,1921,63,66088971,0.0,6,1,0,1,1,0,1,0,0,0,0,0,0,0.6,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
8393,660321489,BLANTON,THOMAS,H,TX,M,D,17.0,voting,19210208,1872-10-25,1872,1921,49,66083930,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7883,660326122,JONES,WESLEY,S,WA,M,R,,voting,19210212,1863-10-09,1863,1921,58,66078831,0.0,5,2,1,0,1,0,1,0,0,0,0,0,0,0.5,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7859,660328557,CARAWAY,THADDEUS,H,AR,M,D,1.0,voting,19210214,1871-10-17,1871,1921,50,66078590,0.0,6,0,3,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7812,660329127,RANSDELL,JOSEPH,S,LA,M,D,,voting,19210215,1858-10-07,1858,1921,63,66078121,0.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8393,660330898,BLANTON,THOMAS,H,TX,M,D,17.0,voting,19210216,1872-10-25,1872,1921,49,66083930,0.0,4,4,1,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7850,660330917,BLACK,EUGENE,H,TX,M,D,1.0,voting,19210216,1879-07-02,1879,1921,42,66078500,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7847,660334796,BEGG,JAMES,H,OH,M,R,13.0,voting,19210219,1877-02-16,1877,1921,44,66078470,0.0,3,2,3,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7614,660341968,MASON,WILLIAM,H,IL,M,R,-1.0,voting,19210226,1850-07-07,1850,1921,71,66076140,0.0,2,3,0,4,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8088,660342134,COLLIER,JAMES,H,MS,M,D,8.0,voting,19210226,1872-09-28,1872,1921,49,66080880,0.0,1,6,3,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8216,660343698,STEVENSON,WILLIAM,H,SC,M,D,5.0,voting,19210228,1861-11-23,1861,1921,60,66082160,0.0,1,1,6,1,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7768,660344038,YOUNG,GEORGE,H,ND,M,R,2.0,voting,19210228,1870-12-11,1870,1921,51,66077680,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,660346170,SMITH,ELLISON,S,SC,M,D,,voting,19210302,1864-08-01,1864,1921,57,66087101,0.0,0,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8450,660346680,KING,WILLIAM,S,UT,M,D,,voting,19210302,1863-06-03,1863,1921,58,66084501,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8393,660347666,BLANTON,THOMAS,H,TX,M,D,17.0,voting,19210302,1872-10-25,1872,1921,49,66083930,0.0,1,1,7,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7346,670002937,NEW,HARRY,S,IN,M,R,,voting,19210418,1858-12-31,1858,1921,63,67073461,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7420,670003969,DIAL,NATHANIEL,S,SC,M,D,,voting,19210420,1862-04-24,1862,1921,59,67074201,0.0,2,7,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8201,670005442,QUIN,PERCY,H,MS,M,D,7.0,voting,19210421,1872-10-30,1872,1921,49,67082010,0.0,5,3,1,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8514,670006356,BYRNES,JAMES,H,SC,M,D,2.0,voting,19210425,1882-05-02,1882,1921,39,67085140,0.0,0,5,0,0,1,4,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8216,670006517,STEVENSON,WILLIAM,H,SC,M,D,5.0,voting,19210425,1861-11-23,1861,1921,60,67082160,0.0,2,1,6,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7631,670009116,PARKER,RICHARD,H,NJ,M,R,9.0,voting,19210428,1848-08-06,1848,1921,73,67076310,0.0,1,0,5,0,4,0,0,0,0,0,0,0,0,0.1,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7780,670011261,EDGE,WALTER,S,NJ,M,R,,voting,19210502,1873-11-20,1873,1921,48,67077801,0.0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7790,670012027,HEFLIN,JAMES,S,AL,M,D,,voting,19210503,1869-04-09,1869,1921,52,67077901,0.0,2,4,3,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8393,670020108,BLANTON,THOMAS,H,TX,M,D,17.0,voting,19210516,1872-10-25,1872,1921,49,67083930,0.002904952404017,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8393,670020385,BLANTON,THOMAS,H,TX,M,D,17.0,voting,19210516,1872-10-25,1872,1921,49,67083930,0.0,1,3,4,1,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7572,670022282,HARDY,RUFUS,H,TX,M,D,6.0,voting,19210521,1855-12-16,1855,1921,66,67075720,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7790,670023562,HEFLIN,JAMES,S,AL,M,D,,voting,19210524,1869-04-09,1869,1921,52,67077901,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7641,670030940,RHODES,MARION,H,MO,M,R,13.0,voting,19210603,1868-01-04,1868,1921,53,67076410,0.0,6,0,3,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9760,670035499,RAYBURN,SAMUEL,H,TX,M,D,4.0,voting,19210609,1882-01-06,1882,1921,39,67097600,0.0,4,4,0,1,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7530,670035851,BLAND,OSCAR,H,IN,M,R,2.0,voting,19210609,1877-11-21,1877,1921,44,67075300,0.0,7,1,1,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8356,670037689,POU,EDWARD,H,NC,M,D,4.0,voting,19210611,1863-09-09,1863,1921,58,67083560,0.0,0,0,7,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7813,670038380,ROGERS,JOHN,H,MA,M,R,5.0,voting,19210613,1881-08-18,1881,1921,40,67078130,0.0,0,0,0,0,8,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7572,670039878,HARDY,RUFUS,H,TX,M,D,6.0,voting,19210615,1855-12-16,1855,1921,66,67075720,0.0,1,0,0,0,4,5,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8944,670045286,STEAGALL,HENRY,H,AL,M,D,3.0,voting,19210623,1873-05-19,1873,1921,48,67089440,0.0,0,7,1,0,0,1,0,0,0,0,0,0,0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8215,670047018,STAFFORD,WILLIAM,H,WI,M,R,5.0,voting,19210627,1869-10-12,1869,1921,52,67082150,0.0,0,2,0,2,2,4,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8221,670047030,SUMMERS,JOHN,H,WA,M,R,4.0,voting,19210627,1870-04-29,1870,1921,51,67082210,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7333,670055862,KELLOGG,FRANK,S,MN,M,R,,voting,19210714,1856-12-22,1856,1921,65,67073331,0.0,0,1,0,0,7,1,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8509,670056056,BORAH,WILLIAM,S,ID,M,R,,voting,19210714,1865-06-29,1865,1921,56,67085091,0.0,0,4,0,2,3,0,0,0,0,0,0,0,0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7537,670056701,BROOKS,EDWIN,H,IL,M,R,23.0,voting,19210714,1868-09-20,1868,1921,53,67075370,0.0,1,1,0,0,8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9760,670061993,RAYBURN,SAMUEL,H,TX,M,D,4.0,voting,19210720,1882-01-06,1882,1921,39,67097600,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8307,670062464,GARNER,JOHN,H,TX,M,D,15.0,voting,19210721,1868-11-22,1868,1921,53,67083070,0.0,8,0,0,0,1,0,1,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7572,670062529,HARDY,RUFUS,H,TX,M,D,6.0,voting,19210721,1855-12-16,1855,1921,66,67075720,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7606,670062639,LAYTON,CALEB,H,DE,M,R,0.0,voting,19210721,1851-09-08,1851,1921,70,67076060,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8062,670065917,ARENTZ,SAMUEL,H,NV,M,R,0.0,voting,19210727,1879-01-08,1879,1921,42,67080620,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7790,670070248,HEFLIN,JAMES,S,AL,M,D,,voting,19210803,1869-04-09,1869,1921,52,67077901,0.0,2,6,0,1,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7723,670070609,MCKENZIE,JOHN,H,IL,M,R,13.0,voting,19210803,1860-02-18,1860,1921,61,67077230,0.0,0,0,3,6,0,1,0,0,0,0,0,0,0,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7776,670071989,CARTER,CHARLES,H,OK,M,D,3.0,voting,19210804,1868-08-16,1868,1921,53,67077760,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8303,670073627,FLETCHER,DUNCAN,S,FL,M,D,,voting,19210809,1859-01-06,1859,1921,62,67083031,0.0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
8303,670075516,FLETCHER,DUNCAN,S,FL,M,D,,voting,19210811,1859-01-06,1859,1921,62,67083031,0.0,0,8,9,0,0,2,0,0,0,0,0,0,0,0.0,0.42105263157894735,0.47368421052631576,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
8218,670077363,STRONG,JAMES,H,KS,M,R,5.0,voting,19210813,1870-04-23,1870,1921,51,67082180,0.0,0,0,7,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,670080183,KING,WILLIAM,S,UT,M,D,,voting,19210817,1863-06-03,1863,1921,58,67084501,0.0,0,1,0,0,8,1,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7959,670082164,FESS,SIMEON,H,OH,M,R,7.0,voting,19210818,1861-12-11,1861,1921,60,67079590,0.0,3,4,1,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7756,670082211,TAGUE,PETER,H,MA,M,D,10.0,voting,19210818,1871-06-04,1871,1921,50,67077560,0.0,1,4,5,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9760,670086703,RAYBURN,SAMUEL,H,TX,M,D,4.0,voting,19210822,1882-01-06,1882,1921,39,67097600,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7383,670092337,WILLIAMS,JOHN,S,MS,M,D,,voting,19210926,1854-07-30,1854,1921,67,67073831,0.0,2,3,1,3,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7341,670095517,MCCUMBER,PORTER,S,ND,M,R,,voting,19211004,1858-02-03,1858,1921,63,67073411,0.0,0,2,1,6,0,1,0,0,0,0,0,0,0,0.0,0.2,0.1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7796,670099923,LANGLEY,JOHN,H,KY,M,R,10.0,voting,19211014,1868-01-14,1868,1921,53,67077960,0.0,1,3,1,0,1,0,3,1,0,0,0,0,0,0.1,0.3,0.1,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,10
7685,670099963,COCKRAN,WILLIAM,H,NY,M,D,16.0,voting,19211014,1854-02-28,1854,1921,67,67076850,0.0,1,2,0,3,2,1,0,0,0,0,1,0,0,0.1,0.2,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
8051,670102547,WINGO,OTIS,H,AR,M,D,4.0,voting,19211018,1877-06-18,1877,1921,44,67080510,0.0,4,1,4,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7383,670107354,WILLIAMS,JOHN,S,MS,M,D,,voting,19211025,1854-07-30,1854,1921,67,67073831,0.0,3,1,5,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7383,670107357,WILLIAMS,JOHN,S,MS,M,D,,voting,19211025,1854-07-30,1854,1921,67,67073831,0.0,3,4,2,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7790,670113434,HEFLIN,JAMES,S,AL,M,D,,voting,19211031,1869-04-09,1869,1921,52,67077901,0.0,0,1,0,0,7,0,1,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
7710,670116227,JONES,ANDRIEUS,S,NM,M,D,,voting,19211102,1862-05-16,1862,1921,59,67077101,0.0,7,1,1,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8285,670117080,CLARKE,JOHN,H,NY,M,R,34.0,voting,19211102,1873-01-15,1873,1921,48,67082850,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7790,670118982,HEFLIN,JAMES,S,AL,M,D,,voting,19211104,1869-04-09,1869,1921,52,67077901,0.0,7,0,2,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7790,670120983,HEFLIN,JAMES,S,AL,M,D,,voting,19211105,1869-04-09,1869,1921,52,67077901,0.0,1,7,1,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8215,670124336,STAFFORD,WILLIAM,H,WI,M,R,5.0,voting,19211109,1869-10-12,1869,1921,52,67082150,0.0,0,8,0,0,0,2,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7654,670126624,SISSON,THOMAS,H,MS,M,D,4.0,voting,19211115,1869-09-22,1869,1921,52,67076540,0.0,4,2,3,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7656,670127927,SPENCER,SELDEN,S,MO,M,R,,voting,19211116,1862-09-16,1862,1921,59,67076561,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8552,670128461,HARRISON,BYRON,S,MS,M,D,,voting,19211116,1881-08-29,1881,1921,40,67085521,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7949,670129880,DEMPSEY,STEPHEN,H,NY,M,R,40.0,voting,19211117,1862-05-08,1862,1921,59,67079490,0.0,0,8,0,1,0,1,0,0,0,0,0,0,0,0.0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8173,670133351,LONGWORTH,NICHOLAS,H,OH,M,R,1.0,voting,19211121,1869-11-05,1869,1921,52,67081730,0.0,3,3,2,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7833,670138360,WARREN,FRANCIS,S,WY,M,R,,voting,19211212,1844-06-20,1844,1921,77,67078331,0.0,0,0,9,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7809,670139553,PHIPPS,LAWRENCE,S,CO,M,R,,voting,19211213,1862-08-30,1862,1921,59,67078091,0.0,4,2,3,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8242,670140318,WOOD,WILLIAM,H,IN,M,R,10.0,voting,19211213,1861-01-05,1861,1921,60,67082420,0.0,0,2,7,0,0,1,0,0,0,0,0,0,0,0.0,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8233,670140761,WALSH,THOMAS,S,MT,M,D,,voting,19211214,1859-06-12,1859,1921,62,67082331,0.0,0,1,0,1,0,8,0,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7420,670141501,DIAL,NATHANIEL,S,SC,M,D,,voting,19211215,1862-04-24,1862,1921,59,67074201,0.0,0,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7790,670143014,HEFLIN,JAMES,S,AL,M,D,,voting,19211219,1869-04-09,1869,1921,52,67077901,0.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,670143061,NORRIS,GEORGE,S,NE,M,R,,voting,19211219,1861-07-11,1861,1921,60,67085881,6.054706167931278e-07,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7495,670143939,SHIELDS,JOHN,S,TN,M,D,,voting,19211220,1858-08-15,1858,1921,63,67074951,0.0,4,1,1,1,2,1,0,0,0,0,0,0,0,0.4,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7937,670145591,BOX,JOHN,H,TX,M,D,2.0,voting,19211222,1871-03-28,1871,1921,50,67079370,0.0,2,0,0,8,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8457,670145619,MCSWAIN,JOHN,H,SC,M,D,4.0,voting,19211222,1875-05-01,1875,1921,46,67084570,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7859,670147855,CARAWAY,THADDEUS,S,AR,M,D,,voting,19220106,1871-10-17,1871,1922,51,67078591,0.0034729732645888,4,2,3,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7847,670150233,BEGG,JAMES,H,OH,M,R,13.0,voting,19220111,1877-02-16,1877,1922,45,67078470,0.0,2,4,3,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7790,670153150,HEFLIN,JAMES,S,AL,M,D,,voting,19220117,1869-04-09,1869,1922,53,67077901,0.0,6,1,2,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8482,670154479,TRAMMELL,PARK,S,FL,M,D,,voting,19220119,1876-04-09,1876,1922,46,67084821,0.0,0,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7555,670155478,CUMMINS,ALBERT,S,IA,M,R,,voting,19220120,1850-02-15,1850,1922,72,67075551,0.0,1,6,0,1,0,1,0,0,0,0,0,0,0,0.1111111111111111,0.6666666666666666,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8476,670157580,SEARS,WILLIAM,H,FL,M,D,4.0,voting,19220123,1874-12-04,1874,1922,48,67084760,0.0,2,2,0,5,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8242,670158785,WOOD,WILLIAM,H,IN,M,R,10.0,voting,19220124,1861-01-05,1861,1922,61,67082420,0.0,0,2,3,2,3,0,0,0,0,0,0,0,0,0.0,0.2,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7922,670159841,WATSON,JAMES,S,IN,M,R,,voting,19220126,1864-11-02,1864,1922,58,67079221,0.0,0,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7859,670160410,CARAWAY,THADDEUS,S,AR,M,D,,voting,19220127,1871-10-17,1871,1922,51,67078591,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,670161824,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19220130,1854-01-20,1854,1922,68,67078171,5.7081966723545994e-09,1,6,0,2,1,0,0,0,0,0,0,0,0,0.1,0.6,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
