speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_6,cluster_2,cluster_1,cluster_5,cluster_11,cluster_8,cluster_0,cluster_13,cluster_3,cluster_4,cluster_7,cluster_9,cluster_12,cluster_10,cluster_6_p,cluster_2_p,cluster_1_p,cluster_5_p,cluster_11_p,cluster_8_p,cluster_0_p,cluster_13_p,cluster_3_p,cluster_4_p,cluster_7_p,cluster_9_p,cluster_12_p,cluster_10_p,n
9453,830133879,SMITH,HOWARD,S,NJ,M,R,,voting,19540302,1880-01-30,1880,1954,74,0.0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,9
9574,830134393,JENKINS,THOMAS,H,OH,M,R,10.0,voting,19540303,1880-10-28,1880,1954,74,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9674,830134685,POLK,JAMES,H,OH,M,D,6.0,voting,19540303,1896-10-06,1896,1954,58,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11089,830134776,WHITTEN,JAMIE,H,MS,M,D,2.0,voting,19540303,1910-04-18,1910,1954,44,0.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9667,830135594,MACK,RUSSELL,H,WA,M,R,3.0,voting,19540304,1891-06-13,1891,1954,63,0.0001594801950349,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9726,830136500,HOFFMAN,CLARE,H,MI,M,R,4.0,voting,19540305,1875-09-10,1875,1954,79,1.1230010109291312e-14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10124,830137427,COLMER,WILLIAM,H,MS,M,D,6.0,voting,19540308,1890-02-11,1890,1954,64,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9489,830137438,DONDERO,GEORGE,H,MI,M,R,18.0,voting,19540308,1883-12-16,1883,1954,71,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10347,830137448,JONES,ROBERT,H,AL,M,D,8.0,voting,19540308,1912-06-12,1912,1954,42,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10189,830137550,WATTS,JOHN,H,KY,M,D,6.0,voting,19540308,1902-07-09,1902,1954,52,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10792,830137644,PRICE,CHARLES,H,IL,M,D,24.0,voting,19540308,1905-01-01,1905,1954,49,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9587,830137723,MCGREGOR,J.,H,OH,M,R,17.0,voting,19540308,1896-09-30,1896,1954,58,1.4505838548033185e-11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9553,830137724,DEMPSEY,JOHN,H,NM,M,D,0.0,voting,19540308,1879-06-22,1879,1954,75,0.0,27,5,2,0,0,3,0,0,0,0,0,0,0,0,0.7297297297297297,0.13513513513513514,0.05405405405405406,0.0,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
9587,830137725,MCGREGOR,J.,H,OH,M,R,17.0,voting,19540308,1896-09-30,1896,1954,58,0.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9415,830138039,FLANDERS,RALPH,S,VT,M,R,,voting,19540309,1880-09-28,1880,1954,74,0.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9428,830138476,JONAS,EDGAR,H,IL,M,R,12.0,voting,19540309,1885-10-14,1885,1954,69,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9809,830138623,DOYLE,CLYDE,H,CA,M,D,23.0,voting,19540309,1887-07-11,1887,1954,67,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10676,830138963,JACKSON,HENRY,S,WA,M,D,,voting,19540310,1912-05-31,1912,1954,42,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9716,830140907,DOUGLAS,PAUL,S,IL,M,D,,voting,19540312,1892-03-26,1892,1954,62,0.0,2,1,0,1,0,0,5,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9853,830141013,MORSE,WAYNE,S,OR,M,I,,voting,19540315,1900-10-20,1900,1954,54,0.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9853,830141014,MORSE,WAYNE,S,OR,M,I,,voting,19540315,1900-10-20,1900,1954,54,0.0,0,0,2,1,0,0,1,0,0,6,0,0,0,0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,10
9680,830141423,REES,EDWARD,H,KS,M,R,4.0,voting,19540315,1886-06-03,1886,1954,68,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9680,830141427,REES,EDWARD,H,KS,M,R,4.0,voting,19540315,1886-06-03,1886,1954,68,1.8658235124833569e-07,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10699,830143461,STENNIS,JOHN,S,MS,M,D,,voting,19540318,1901-08-03,1901,1954,53,0.0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9737,830145004,LANE,THOMAS,H,MA,M,D,7.0,voting,19540322,1898-07-06,1898,1954,56,0.0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9354,830145881,MILLIKIN,EUGENE,S,CO,M,R,,voting,19540324,1891-02-12,1891,1954,63,0.0,0,2,6,0,1,0,1,0,0,0,0,0,0,0,0.0,0.2,0.6,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9457,830147441,THYE,EDWARD,S,MN,M,R,,voting,19540325,1896-04-26,1896,1954,58,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9543,830147552,CASE,FRANCIS,S,SD,M,R,,voting,19540325,1896-12-09,1896,1954,58,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9701,830148213,BAILEY,CLEVELAND,H,WV,M,D,3.0,voting,19540325,1886-07-15,1886,1954,68,0.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9834,830151179,JOHNSON,LESTER,H,WI,M,D,9.0,voting,19540330,1901-06-16,1901,1954,53,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
11462,830152186,BYRD,ROBERT,H,WV,M,D,6.0,voting,19540331,1917-11-20,1917,1954,37,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9543,830155635,CASE,FRANCIS,S,SD,M,R,,voting,19540406,1896-12-09,1896,1954,58,0.0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9543,830155636,CASE,FRANCIS,S,SD,M,R,,voting,19540406,1896-12-09,1896,1954,58,0.0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9803,830155644,CARLSON,FRANK,S,KS,M,R,,voting,19540406,1893-01-23,1893,1954,61,1.954861899129341e-13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9803,830155656,CARLSON,FRANK,S,KS,M,R,,voting,19540406,1893-01-23,1893,1954,61,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9436,830155750,MALONE,GEORGE,S,NV,M,R,,voting,19540406,1890-08-07,1890,1954,64,0.0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9395,830159584,ANGELL,HOMER,H,OR,M,R,3.0,voting,19540412,1875-01-12,1875,1954,79,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
9904,830159913,COOLEY,HAROLD,H,NC,M,D,4.0,voting,19540412,1897-07-26,1897,1954,57,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9904,830160737,COOLEY,HAROLD,H,NC,M,D,4.0,voting,19540414,1897-07-26,1897,1954,57,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9567,830162010,HENNINGS,THOMAS,S,MO,M,D,,voting,19540419,1903-06-25,1903,1954,51,0.0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0.3,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10425,830162045,HUMPHREY,HUBERT,S,MN,M,D,,voting,19540419,1911-05-27,1911,1954,43,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9816,830164457,GAVIN,LEON,H,PA,M,R,23.0,voting,19540427,1893-02-25,1893,1954,61,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9526,830164518,YOUNG,CLARENCE,H,NV,M,R,0.0,voting,19540427,1922-11-07,1922,1954,32,0.0,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
9543,830165814,CASE,FRANCIS,S,SD,M,R,,voting,19540429,1896-12-09,1896,1954,58,0.0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8888888888888888,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
9537,830165815,BUSH,PRESCOTT,S,CT,M,R,,voting,19540429,1895-05-15,1895,1954,59,0.0001799731808704,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9543,830165894,CASE,FRANCIS,S,SD,M,R,,voting,19540429,1896-12-09,1896,1954,58,0.0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9543,830165910,CASE,FRANCIS,S,SD,M,R,,voting,19540429,1896-12-09,1896,1954,58,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9543,830165920,CASE,FRANCIS,S,SD,M,R,,voting,19540429,1896-12-09,1896,1954,58,0.0065334999594218,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9992,830165923,ELLENDER,ALLEN,S,LA,M,D,,voting,19540429,1890-09-24,1890,1954,64,0.0155879668253249,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9521,830166012,SHORT,DEWEY,H,MO,M,R,7.0,voting,19540429,1898-04-07,1898,1954,56,0.0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10304,830166187,FORD,GERALD,H,MI,M,R,5.0,voting,19540429,1913-07-14,1913,1954,41,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10807,830166443,BENTSEN,LLOYD,H,TX,M,D,15.0,voting,19540429,1921-02-11,1921,1954,33,0.0,1,1,0,2,0,0,5,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9737,830167548,LANE,THOMAS,H,MA,M,D,7.0,voting,19540503,1898-07-06,1898,1954,56,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9606,830168815,SIEMINSKI,ALFRED,H,NJ,M,D,13.0,voting,19540505,1911-08-23,1911,1954,43,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9606,830168816,SIEMINSKI,ALFRED,H,NJ,M,D,13.0,voting,19540505,1911-08-23,1911,1954,43,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9489,830168933,DONDERO,GEORGE,H,MI,M,R,18.0,voting,19540505,1883-12-16,1883,1954,71,0.0,1,0,2,5,2,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9659,830178005,HOLT,JOSEPH,H,CA,M,R,22.0,voting,19540519,1924-07-06,1924,1954,30,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9659,830178111,HOLT,JOSEPH,H,CA,M,R,22.0,voting,19540519,1924-07-06,1924,1954,30,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9991,830178892,CURTIS,THOMAS,H,MO,M,R,2.0,voting,19540520,1911-05-14,1911,1954,43,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9980,830180203,WILLIAMS,JOHN,S,DE,M,R,,voting,19540525,1904-05-17,1904,1954,50,7.625383915208798e-10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9521,830180781,SHORT,DEWEY,H,MO,M,R,7.0,voting,19540526,1898-04-07,1898,1954,56,9.968504433550737e-21,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9550,830180889,CUNNINGHAM,PAUL,H,IA,M,R,5.0,voting,19540526,1890-06-15,1890,1954,64,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9767,830181326,SALTONSTALL,LEVERETT,S,MA,M,R,,voting,19540527,1892-09-01,1892,1954,62,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9730,830182022,JUDD,WALTER,H,MN,M,R,5.0,voting,19540528,1898-09-25,1898,1954,56,0.0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10622,830183383,LONG,RUSSELL,S,LA,M,D,,voting,19540602,1918-11-03,1918,1954,36,0.0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
10622,830183397,LONG,RUSSELL,S,LA,M,D,,voting,19540602,1918-11-03,1918,1954,36,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9404,830186699,BUSBEY,FRED,H,IL,M,R,3.0,voting,19540608,1895-02-08,1895,1954,59,0.0,39,3,0,2,0,1,1,0,0,0,0,0,0,0,0.8478260869565217,0.06521739130434782,0.0,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
9404,830186713,BUSBEY,FRED,H,IL,M,R,3.0,voting,19540608,1895-02-08,1895,1954,59,0.2972700448236693,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9994,830186744,FOGARTY,JOHN,H,RI,M,D,2.0,voting,19540608,1913-03-23,1913,1954,41,0.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9882,830186747,WALTER,FRANCIS,H,PA,M,D,15.0,voting,19540608,1894-05-26,1894,1954,60,0.0002635958504696,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9994,830186800,FOGARTY,JOHN,H,RI,M,D,2.0,voting,19540608,1913-03-23,1913,1954,41,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9994,830187759,FOGARTY,JOHN,H,RI,M,D,2.0,voting,19540609,1913-03-23,1913,1954,41,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
10304,830187781,FORD,GERALD,H,MI,M,R,5.0,voting,19540609,1913-07-14,1913,1954,41,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9404,830187827,BUSBEY,FRED,H,IL,M,R,3.0,voting,19540609,1895-02-08,1895,1954,59,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9730,830187883,JUDD,WALTER,H,MN,M,R,5.0,voting,19540609,1898-09-25,1898,1954,56,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9568,830188099,HESELTON,JOHN,H,MA,M,R,1.0,voting,19540610,1900-03-17,1900,1954,54,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9428,830188116,JONAS,EDGAR,H,IL,M,R,12.0,voting,19540610,1885-10-14,1885,1954,69,2.0125334752441333e-14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9477,830191560,BRIDGES,HENRY,S,NH,M,R,,voting,19540616,1898-09-09,1898,1954,56,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9233,830191623,FERGUSON,HOMER,S,MI,M,R,,voting,19540616,1889-02-25,1889,1954,65,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9345,830191772,LEHMAN,HERBERT,S,NY,M,D,,voting,19540616,1878-03-28,1878,1954,76,0.0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0.7,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9852,830191794,MONRONEY,ALMER,S,OK,M,D,,voting,19540616,1902-03-02,1902,1954,52,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9233,830191861,FERGUSON,HOMER,S,MI,M,R,,voting,19540616,1889-02-25,1889,1954,65,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10171,830192911,PASTORE,JOHN,S,RI,M,D,,voting,19540617,1907-03-17,1907,1954,47,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9457,830197467,THYE,EDWARD,S,MN,M,R,,voting,19540625,1896-04-26,1896,1954,58,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9760,830198864,RAYBURN,SAMUEL,H,TX,M,D,4.0,voting,19540629,1882-01-06,1882,1954,72,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9396,830200512,BARRETT,FRANK,S,WY,M,R,,voting,19540630,1892-11-10,1892,1954,62,0.0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9621,830207484,BARDEN,GRAHAM,H,NC,M,D,3.0,voting,19540707,1896-09-25,1896,1954,58,0.0,4,1,0,1,2,2,0,0,0,0,0,0,0,0,0.4,0.1,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10158,830207976,MANSFIELD,MICHAEL,S,MT,M,D,,voting,19540708,1903-03-16,1903,1954,51,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10622,830208546,LONG,RUSSELL,S,LA,M,D,,voting,19540708,1918-11-03,1918,1954,36,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10061,830209563,FULBRIGHT,JAMES,S,AR,M,D,,voting,19540709,1905-04-09,1905,1954,49,0.0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10425,830211345,HUMPHREY,HUBERT,S,MN,M,D,,voting,19540713,1911-05-27,1911,1954,43,2.1130458668245744e-08,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9513,830211445,MURRAY,JAMES,S,MT,M,D,,voting,19540713,1876-05-03,1876,1954,78,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9676,830218476,PRESTON,PRINCE,H,GA,M,D,1.0,voting,19540719,1908-07-05,1908,1954,46,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
