speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_4,cluster_5,cluster_1,cluster_2,cluster_13,cluster_15,cluster_7,cluster_8,cluster_14,cluster_9,cluster_6,cluster_20,cluster_3,cluster_16,cluster_11,cluster_19,cluster_18,cluster_12,cluster_0,cluster_17,cluster_10,cluster_4_p,cluster_5_p,cluster_1_p,cluster_2_p,cluster_13_p,cluster_15_p,cluster_7_p,cluster_8_p,cluster_14_p,cluster_9_p,cluster_6_p,cluster_20_p,cluster_3_p,cluster_16_p,cluster_11_p,cluster_19_p,cluster_18_p,cluster_12_p,cluster_0_p,cluster_17_p,cluster_10_p,n
10927,960151525,JOHNSTON,JOHN,S,LA,M,D,,voting,19791108,1932-06-10,1932,1979,47,0.0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10315,960154032,CHURCH,FRANK,S,ID,M,D,,voting,19791113,1924-07-25,1924,1979,55,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10441,960162000,MUSKIE,EDMUND,S,ME,M,D,,voting,19791127,1914-03-28,1914,1979,65,0.0,3,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.55,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11089,960163451,WHITTEN,JAMIE,H,MS,M,D,1.0,voting,19791128,1910-04-18,1910,1979,69,0.0,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10441,960165693,MUSKIE,EDMUND,S,ME,M,D,,voting,19791203,1914-03-28,1914,1979,65,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10319,960165716,CULVER,JOHN,S,IA,M,D,,voting,19791203,1932-08-08,1932,1979,47,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11016,960165717,DOLE,ROBERT,S,KS,M,R,,voting,19791203,1923-07-22,1923,1979,56,0.0,4,12,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10311,960167579,BELLMON,HENRY,S,OK,M,R,,voting,19791205,1921-09-03,1921,1979,58,0.0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,960167787,DOMENICI,PETE,S,NM,M,R,,voting,19791205,1932-05-07,1932,1979,47,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10916,960168173,HEFLIN,HOWELL,S,AL,M,D,,voting,19791205,1921-06-19,1921,1979,58,0.0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10610,960169703,HART,GARY,S,CO,M,D,,voting,19791206,1936-11-28,1936,1979,43,0.0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10821,960169709,DURENBERGER,DAVID,S,MN,M,R,,voting,19791206,1934-08-19,1934,1979,45,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11102,960169733,CHAFEE,JOHN,S,RI,M,R,,voting,19791206,1922-10-22,1922,1979,57,0.0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10710,960169753,ARMSTRONG,WILLIAM,S,CO,M,R,,voting,19791206,1937-03-16,1937,1979,42,0.0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
11016,960169758,DOLE,ROBERT,S,KS,M,R,,voting,19791206,1923-07-22,1923,1979,56,0.0,3,1,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11016,960169763,DOLE,ROBERT,S,KS,M,R,,voting,19791206,1923-07-22,1923,1979,56,0.0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11143,960169765,MOYNIHAN,DANIEL,S,NY,M,D,,voting,19791206,1927-03-16,1927,1979,52,0.0,10,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,0.5,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
10441,960169766,MUSKIE,EDMUND,S,ME,M,D,,voting,19791206,1914-03-28,1914,1979,65,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10441,960169767,MUSKIE,EDMUND,S,ME,M,D,,voting,19791206,1914-03-28,1914,1979,65,0.0,4,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10378,960172618,STEVENSON,ADLAI,S,IL,M,D,,voting,19791211,1930-10-10,1930,1979,49,0.0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10610,960178110,HART,GARY,S,CO,M,D,,voting,19791215,1936-11-28,1936,1979,43,0.0,8,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10610,960179054,HART,GARY,S,CO,M,D,,voting,19791217,1936-11-28,1936,1979,43,0.0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10378,960179620,STEVENSON,ADLAI,S,IL,M,D,,voting,19791217,1930-10-10,1930,1979,49,0.0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11016,960191114,DOLE,ROBERT,S,KS,M,R,,voting,19800130,1923-07-22,1923,1980,57,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10839,960191183,METZENBAUM,HOWARD,S,OH,M,D,,voting,19800130,1917-06-04,1917,1980,63,8.855669623050707e-08,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10839,960191187,METZENBAUM,HOWARD,S,OH,M,D,,voting,19800130,1917-06-04,1917,1980,63,0.0,7,7,0,29,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0.14583333333333334,0.14583333333333334,0.0,0.6041666666666666,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,48
10345,960191890,JAVITS,JACOB,S,NY,M,R,,voting,19800131,1904-05-18,1904,1980,76,0.0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10768,960191916,CRANSTON,ALAN,S,CA,M,D,,voting,19800131,1914-06-19,1914,1980,66,0.0,7,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10746,960194828,RUDD,ELDON,H,AZ,M,R,4.0,voting,19800205,1920-07-15,1920,1980,60,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11069,960195773,PICKLE,JAMES,H,TX,M,D,10.0,voting,19800206,1913-10-11,1913,1980,67,0.0,7,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2413793103448276,0.27586206896551724,0.10344827586206896,0.3793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
10911,960195983,HAMMERSCHMIDT,JOHN,H,AR,M,R,3.0,voting,19800206,1922-05-04,1922,1980,58,0.0,2,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11364,960196183,FROST,JONAS,H,TX,M,D,24.0,voting,19800207,1942-01-01,1942,1980,38,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10677,960196273,KAZEN,ABRAHAM,H,TX,M,D,23.0,voting,19800207,1919-01-17,1919,1980,61,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10423,960205465,HAYAKAWA,SAMUEL,S,CA,M,R,,voting,19800304,1906-07-18,1906,1980,74,0.0,1,5,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.25,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10821,960208195,DURENBERGER,DAVID,S,MN,M,R,,voting,19800312,1934-08-19,1934,1980,46,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10965,960210207,PRYOR,DAVID,S,AR,M,D,,voting,19800319,1934-08-29,1934,1980,46,0.0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10821,960211501,DURENBERGER,DAVID,S,MN,M,R,,voting,19800324,1934-08-19,1934,1980,46,0.0,2,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10818,960212706,DANFORTH,JOHN,S,MO,M,R,,voting,19800325,1936-09-05,1936,1980,44,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10734,960217986,KRAMER,KENNETH,H,CO,M,R,5.0,voting,19800415,1942-02-19,1942,1980,38,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10783,960219367,KEMP,JACK,H,NY,M,R,38.0,voting,19800416,1935-07-13,1935,1980,45,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10785,960222093,LATTA,DELBERT,H,OH,M,R,5.0,voting,19800423,1920-03-05,1920,1980,60,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,10
10746,960222796,RUDD,ELDON,H,AZ,M,R,4.0,voting,19800424,1920-07-15,1920,1980,60,0.0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11089,960223058,WHITTEN,JAMIE,H,MS,M,D,1.0,voting,19800424,1910-04-18,1910,1980,70,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10783,960226771,KEMP,JACK,H,NY,M,R,38.0,voting,19800501,1935-07-13,1935,1980,45,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11269,960226775,PORTER,JOHN,H,IL,M,R,10.0,voting,19800501,1935-06-01,1935,1980,45,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,960227057,HOLLINGS,ERNEST,S,SC,M,D,,voting,19800505,1922-01-01,1922,1980,58,0.0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11360,960227063,DOMENICI,PETE,S,NM,M,R,,voting,19800505,1932-05-07,1932,1980,48,0.0,3,2,5,52,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.04285714285714286,0.02857142857142857,0.07142857142857142,0.7428571428571429,0.014285714285714285,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
10710,960228026,ARMSTRONG,WILLIAM,S,CO,M,R,,voting,19800506,1937-03-16,1937,1980,43,0.0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11253,960228032,HOLLINGS,ERNEST,S,SC,M,D,,voting,19800506,1922-01-01,1922,1980,58,0.0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10821,960228044,DURENBERGER,DAVID,S,MN,M,R,,voting,19800506,1934-08-19,1934,1980,46,0.0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10768,960229465,CRANSTON,ALAN,S,CA,M,D,,voting,19800507,1914-06-19,1914,1980,66,0.0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10441,960231319,MUSKIE,EDMUND,S,ME,M,D,,voting,19800508,1914-03-28,1914,1980,66,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,10
11253,960232851,HOLLINGS,ERNEST,S,SC,M,D,,voting,19800512,1922-01-01,1922,1980,58,0.0,2,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10532,960233048,RANDOLPH,JENNINGS,S,WV,M,D,,voting,19800512,1902-03-08,1902,1980,78,0.0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11089,960233832,WHITTEN,JAMIE,H,MS,M,D,1.0,voting,19800513,1910-04-18,1910,1980,70,0.0,1,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.0,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10356,960234727,MCGOVERN,GEORGE,S,SD,M,D,,voting,19800514,1922-07-19,1922,1980,58,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,960234802,HOLLINGS,ERNEST,S,SC,M,D,,voting,19800514,1922-01-01,1922,1980,58,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11016,960239226,DOLE,ROBERT,S,KS,M,R,,voting,19800522,1923-07-22,1923,1980,57,0.0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10548,960239415,ULLMAN,ALBERT,H,OR,M,D,2.0,voting,19800522,1914-03-09,1914,1980,66,0.0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10761,960239438,BIAGGI,MARIO,H,NY,M,D,10.0,voting,19800522,1917-10-26,1917,1980,63,0.0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11592,960239441,OBERSTAR,JAMES,H,MN,M,D,8.0,voting,19800522,1934-09-10,1934,1980,46,0.0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10710,960240144,ARMSTRONG,WILLIAM,S,CO,M,R,,voting,19800528,1937-03-16,1937,1980,43,0.0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10311,960240670,BELLMON,HENRY,S,OK,M,R,,voting,19800529,1921-09-03,1921,1980,59,0.0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11061,960241321,MICHEL,ROBERT,H,IL,M,R,18.0,voting,19800529,1923-03-02,1923,1980,57,0.0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11016,960243026,DOLE,ROBERT,S,KS,M,R,,voting,19800602,1923-07-22,1923,1980,57,0.0,1,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.42105263157894735,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
10783,960243374,KEMP,JACK,H,NY,M,R,38.0,voting,19800603,1935-07-13,1935,1980,45,0.0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,960243451,HOLLINGS,ERNEST,S,SC,M,D,,voting,19800603,1922-01-01,1922,1980,58,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10311,960250422,BELLMON,HENRY,S,OK,M,R,,voting,19800612,1921-09-03,1921,1980,59,0.0,0,1,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03333333333333333,0.1,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
10768,960250440,CRANSTON,ALAN,S,CA,M,D,,voting,19800612,1914-06-19,1914,1980,66,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10739,960251851,MCCLURE,JAMES,S,ID,M,R,,voting,19800613,1924-12-27,1924,1980,56,0.0,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10610,960254860,HART,GARY,S,CO,M,D,,voting,19800618,1936-11-28,1936,1980,44,0.0,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10710,960264688,ARMSTRONG,WILLIAM,S,CO,M,R,,voting,19800626,1937-03-16,1937,1980,43,0.0,10,28,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.509090909090909,0.2545454545454545,0.03636363636363636,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
