speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_1,cluster_11,cluster_0,cluster_5,cluster_2,cluster_9,cluster_12,cluster_3,cluster_10,cluster_7,cluster_23,cluster_6,cluster_13,cluster_19,cluster_8,cluster_15,cluster_16,cluster_18,cluster_4,cluster_14,cluster_21,cluster_22,cluster_17,cluster_20,cluster_1_p,cluster_11_p,cluster_0_p,cluster_5_p,cluster_2_p,cluster_9_p,cluster_12_p,cluster_3_p,cluster_10_p,cluster_7_p,cluster_23_p,cluster_6_p,cluster_13_p,cluster_19_p,cluster_8_p,cluster_15_p,cluster_16_p,cluster_18_p,cluster_4_p,cluster_14_p,cluster_21_p,cluster_22_p,cluster_17_p,cluster_20_p,n
9868,830198149,SHELLEY,JOHN,H,CA,M,D,5.0,voting,19540628,1905-09-03,1905,1954,49,0.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9853,830221737,MORSE,WAYNE,S,OR,M,I,,voting,19540722,1900-10-20,1900,1954,54,0.0,4,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10114,830233594,BOGGS,THOMAS,H,LA,M,D,2.0,voting,19540726,1914-02-15,1914,1954,40,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9827,830235620,HILL,JOSEPH,S,AL,M,D,,voting,19540727,1894-12-29,1894,1954,60,0.0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9853,830245585,MORSE,WAYNE,S,OR,M,I,,voting,19540803,1900-10-20,1900,1954,54,0.0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9516,840006081,NEUBERGER,RICHARD,S,OR,M,D,,voting,19550204,1912-12-26,1912,1955,43,0.0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10425,840006515,HUMPHREY,HUBERT,S,MN,M,D,,voting,19550208,1911-05-27,1911,1955,44,0.0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9853,840012472,MORSE,WAYNE,S,OR,M,I,,voting,19550225,1900-10-20,1900,1955,55,0.0,4,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9540,840022633,CAPEHART,HOMER,S,IN,M,R,,voting,19550323,1897-06-06,1897,1955,58,0.0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9972,840031985,TRIMBLE,JAMES,H,AR,M,D,3.0,voting,19550419,1894-02-03,1894,1955,61,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,840042217,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19550511,1911-09-21,1911,1955,44,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9516,840044073,NEUBERGER,RICHARD,S,OR,M,D,,voting,19550517,1912-12-26,1912,1955,43,0.0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,840063924,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19550621,1911-09-21,1911,1955,44,0.0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3783783783783784,0.0,0.6216216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
9648,840064038,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19550621,1911-09-21,1911,1955,44,1.548637123817207e-15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,840064051,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19550621,1911-09-21,1911,1955,44,0.0077550468939597,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,840064056,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19550621,1911-09-21,1911,1955,44,0.000264955604273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,840064058,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19550621,1911-09-21,1911,1955,44,0.0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9648,840064062,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19550621,1911-09-21,1911,1955,44,0.0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,840064144,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19550621,1911-09-21,1911,1955,44,0.0,9,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.5925925925925926,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
9516,840124047,NEUBERGER,RICHARD,S,OR,M,D,,voting,19560221,1912-12-26,1912,1956,44,0.0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9516,840137086,NEUBERGER,RICHARD,S,OR,M,D,,voting,19560313,1912-12-26,1912,1956,44,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9427,840151499,JENNER,WILLIAM,S,IN,M,R,,voting,19560411,1908-07-21,1908,1956,48,0.0,1,0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.5,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10263,840174706,METCALF,LEE,H,MT,M,D,1.0,voting,19560524,1911-01-28,1911,1956,45,0.0,6,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9516,840210061,NEUBERGER,RICHARD,S,OR,M,D,,voting,19560713,1912-12-26,1912,1956,44,0.0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9853,840231445,MORSE,WAYNE,S,OR,M,I,,voting,19560726,1900-10-20,1900,1956,56,0.0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9615,840234162,WILEY,ALEXANDER,S,WI,M,R,,voting,19560727,1884-05-26,1884,1956,72,0.0,9,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1111111111111111,0.2777777777777778,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
9648,840234668,ENGLE,CLAIR,H,CA,M,D,2.0,voting,19560727,1911-09-21,1911,1956,45,0.0,13,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7222222222222222,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10097,850050100,UTT,JAMES,H,CA,M,R,28.0,voting,19570509,1899-03-11,1899,1957,58,0.0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9513,850076387,MURRAY,JAMES,S,MT,M,D,,voting,19570619,1876-05-03,1876,1957,81,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9805,850121714,CLARK,JOSEPH,S,PA,M,D,,voting,19570812,1901-10-21,1901,1957,56,0.0,2,1,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10347,850147421,JONES,ROBERT,H,AL,M,D,8.0,voting,19580123,1912-06-12,1912,1958,46,0.0,1,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10205,850194093,CASE,CLIFFORD,S,NJ,M,R,,voting,19580415,1904-04-16,1904,1958,54,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9840,850230817,KUCHEL,THOMAS,S,CA,M,R,,voting,19580617,1910-08-15,1910,1958,48,0.0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9701,860014519,BAILEY,CLEVELAND,H,WV,M,D,3.0,voting,19590217,1886-07-15,1886,1959,73,0.0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9832,860021880,JENSEN,BENTON,H,IA,M,R,7.0,voting,19590311,1892-12-16,1892,1959,67,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,860048513,ENGLE,CLAIR,S,CA,M,D,,voting,19590511,1911-09-21,1911,1959,48,0.0,0,0,4,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10076,860051107,MCCORMACK,JOHN,H,MA,M,D,12.0,voting,19590514,1891-12-21,1891,1959,68,0.0,4,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,860099811,ENGLE,CLAIR,S,CA,M,D,,voting,19590724,1911-09-21,1911,1959,48,0.0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9648,860108806,ENGLE,CLAIR,S,CA,M,D,,voting,19590811,1911-09-21,1911,1959,48,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9638,860217663,CARNAHAN,ALBERT,H,MO,M,D,8.0,voting,19600502,1897-01-09,1897,1960,63,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
10046,860227488,COHELAN,JEFFERY,H,CA,M,D,7.0,voting,19600517,1914-06-24,1914,1960,46,0.0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10622,860290815,LONG,RUSSELL,S,LA,M,D,,voting,19600827,1918-11-03,1918,1960,42,0.0,15,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10016,870046367,MUNDT,KARL,S,SD,M,R,,voting,19610511,1900-06-03,1900,1961,61,0.0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10076,870059360,MCCORMACK,JOHN,H,MA,M,D,12.0,voting,19610606,1891-12-21,1891,1961,70,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
9663,870089608,KEATING,KENNETH,S,NY,M,R,,voting,19610728,1900-05-18,1900,1961,61,0.0,0,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10023,870129449,SELDEN,ARMISTEAD,H,AL,M,D,6.0,voting,19610912,1921-02-20,1921,1961,40,0.0,14,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7368421052631579,0.10526315789473684,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
10097,870182392,UTT,JAMES,H,CA,M,R,28.0,voting,19620411,1899-03-11,1899,1962,63,0.0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10205,870187151,CASE,CLIFFORD,S,NJ,M,R,,voting,19620425,1904-04-16,1904,1962,58,0.0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9909,870197093,DODD,THOMAS,S,CT,M,D,,voting,19620521,1907-05-15,1907,1962,55,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10676,870249976,JACKSON,HENRY,S,WA,M,D,,voting,19620808,1912-05-31,1912,1962,50,0.0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10181,880060342,SCOTT,HUGH,S,PA,M,R,,voting,19630626,1900-11-11,1900,1963,63,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9840,880111547,KUCHEL,THOMAS,S,CA,M,R,,voting,19631101,1910-08-15,1910,1963,53,0.0,21,1,2,1,8,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.45652173913043476,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.17391304347826086,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
9853,880111682,MORSE,WAYNE,S,OR,M,D,,voting,19631101,1900-10-20,1900,1963,63,0.0,1,1,0,0,0,1,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10212,880111685,CURTIS,CARL,S,NE,M,R,,voting,19631101,1905-03-15,1905,1963,58,0.0004384027300203,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10212,880111687,CURTIS,CARL,S,NE,M,R,,voting,19631101,1905-03-15,1905,1963,58,0.3799546478499491,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10212,880111706,CURTIS,CARL,S,NE,M,R,,voting,19631101,1905-03-15,1905,1963,58,1.1953323435545737e-05,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9808,880111720,DIRKSEN,EVERETT,S,IL,M,R,,voting,19631101,1896-01-04,1896,1963,67,0.0,3,0,0,0,0,1,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9808,880111722,DIRKSEN,EVERETT,S,IL,M,R,,voting,19631101,1896-01-04,1896,1963,67,0.0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9808,880111730,DIRKSEN,EVERETT,S,IL,M,R,,voting,19631101,1896-01-04,1896,1963,67,0.0,19,15,1,3,2,3,0,0,3,8,1,4,0,1,0,9,0,0,0,0,0,0,0,0,0.2753623188405797,0.21739130434782608,0.014492753623188406,0.043478260869565216,0.028985507246376812,0.043478260869565216,0.0,0.0,0.043478260869565216,0.11594202898550725,0.014492753623188406,0.057971014492753624,0.0,0.014492753623188406,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
9853,880111781,MORSE,WAYNE,S,OR,M,D,,voting,19631101,1900-10-20,1900,1963,63,0.0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9853,880112161,MORSE,WAYNE,S,OR,M,D,,voting,19631104,1900-10-20,1900,1963,63,0.0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9853,880112212,MORSE,WAYNE,S,OR,M,D,,voting,19631104,1900-10-20,1900,1963,63,0.0,4,0,1,1,0,1,0,0,0,4,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0.2,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10310,880112265,BELL,ALPHONZO,H,CA,M,R,28.0,voting,19631104,1914-09-19,1914,1963,49,0.0,6,3,0,1,1,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.0,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
10425,880112623,HUMPHREY,HUBERT,S,MN,M,D,,voting,19631105,1911-05-27,1911,1963,52,0.0,4,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9663,880112626,KEATING,KENNETH,S,NY,M,R,,voting,19631105,1900-05-18,1900,1963,63,0.0419386697477396,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
