speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_5,cluster_2,cluster_3,cluster_1,cluster_0,cluster_6,cluster_8,cluster_4,cluster_9,cluster_7,cluster_10,cluster_5_p,cluster_2_p,cluster_3_p,cluster_1_p,cluster_0_p,cluster_6_p,cluster_8_p,cluster_4_p,cluster_9_p,cluster_7_p,cluster_10_p,n
10705,950228550,WINN,EDWARD,H,KS,M,R,3.0,voting,19780307,1919-08-22,1919,1978,59,0.0,0,0,0,1,2,5,2,0,0,0,0,0.0,0.0,0.0,0.1,0.2,0.5,0.2,0.0,0.0,0.0,0.0,10
10802,950230726,SYMMS,STEVEN,H,ID,M,R,1.0,voting,19780309,1938-04-23,1938,1978,40,0.0,2,3,2,0,0,2,0,0,0,0,0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,9
10469,950232469,WHALEN,CHARLES,H,OH,M,R,3.0,voting,19780313,1920-07-31,1920,1978,58,0.0,4,7,4,4,1,7,0,0,0,0,0,0.14814814814814814,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,27
10783,950234741,KEMP,JACK,H,NY,M,R,38.0,voting,19780315,1935-07-13,1935,1978,43,0.0,0,1,1,1,1,5,1,0,0,0,0,0.0,0.1,0.1,0.1,0.1,0.5,0.1,0.0,0.0,0.0,0.0,10
10345,950235749,JAVITS,JACOB,S,NY,M,R,,voting,19780316,1904-05-18,1904,1978,74,0.0,5,4,3,2,1,3,0,0,0,0,0,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,18
10354,950235752,MAGNUSON,WARREN,S,WA,M,D,,voting,19780316,1905-04-12,1905,1978,73,0.0,2,0,5,1,0,1,0,0,0,0,0,0.2222222222222222,0.0,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
11494,950235767,KENNEDY,EDWARD,S,MA,M,D,,voting,19780316,1932-02-22,1932,1978,46,0.0,1,0,0,3,0,6,0,0,0,0,0,0.1,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,10
10195,950237082,BARTLETT,DEWEY,S,OK,M,R,,voting,19780317,1919-03-28,1919,1978,59,0.0,1,0,0,9,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10818,950241430,DANFORTH,JOHN,S,MO,M,R,,voting,19780323,1936-09-05,1936,1978,42,0.0,1,1,5,0,0,3,0,0,0,0,0,0.1,0.1,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
10623,950242114,MARKS,MARC,H,PA,M,R,24.0,voting,19780403,1927-02-12,1927,1978,51,0.0,0,0,0,6,0,2,2,0,0,0,0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,10
11494,950242626,KENNEDY,EDWARD,S,MA,M,D,,voting,19780404,1932-02-22,1932,1978,46,0.0,2,1,3,1,1,1,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
10692,950242629,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19780404,1915-11-11,1915,1978,63,0.0,4,8,4,9,2,2,0,0,0,0,0,0.13793103448275862,0.27586206896551724,0.13793103448275862,0.3103448275862069,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,29
10242,950246725,HATHAWAY,WILLIAM,S,ME,M,D,,voting,19780411,1924-02-21,1924,1978,54,0.0,1,2,5,0,0,2,0,0,0,0,0,0.1,0.2,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
10237,950247378,HANSEN,CLIFFORD,S,WY,M,R,,voting,19780411,1912-10-16,1912,1978,66,0.0,7,2,6,10,0,2,0,0,0,0,0,0.25925925925925924,0.07407407407407407,0.2222222222222222,0.37037037037037035,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,27
10739,950248643,MCCLURE,JAMES,S,ID,M,R,,voting,19780413,1924-12-27,1924,1978,54,0.0,3,0,5,1,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10453,950249340,RUPPE,PHILIP,H,MI,M,R,11.0,voting,19780417,1926-09-29,1926,1978,52,0.0,2,1,1,4,0,2,0,0,0,0,0,0.2,0.1,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
10195,950251107,BARTLETT,DEWEY,S,OK,M,R,,voting,19780418,1919-03-28,1919,1978,59,0.0,0,4,3,1,0,1,0,0,0,0,0,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
10530,950251256,PERCY,CHARLES,S,IL,M,R,,voting,19780419,1919-09-27,1919,1978,59,0.0,0,7,2,0,0,1,0,0,0,0,0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
10530,950251854,PERCY,CHARLES,S,IL,M,R,,voting,19780419,1919-09-27,1919,1978,59,0.0,2,4,2,0,0,1,0,0,0,0,0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
11143,950253959,MOYNIHAN,DANIEL,S,NY,M,D,,voting,19780424,1927-03-16,1927,1978,51,0.0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
10419,950254534,FREY,LOUIS,H,FL,M,R,9.0,voting,19780425,1934-01-11,1934,1978,44,0.0,1,0,2,2,0,4,0,0,0,0,0,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,9
10712,950258473,BEDELL,BERKLEY,H,IA,M,D,6.0,voting,19780502,1921-03-05,1921,1978,57,0.0,1,0,7,0,0,1,1,0,0,0,0,0.1,0.0,0.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,10
11189,950258838,HELMS,JESSE,S,NC,M,R,,voting,19780502,1921-10-18,1921,1978,57,0.0,0,2,0,3,0,5,0,0,0,0,0,0.0,0.2,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10
10545,950259922,TOWER,JOHN,S,TX,M,R,,voting,19780502,1925-09-29,1925,1978,53,0.0,2,2,0,4,0,2,0,0,0,0,0,0.2,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
10789,950265797,MCKINNEY,STEWART,H,CT,M,R,4.0,voting,19780511,1931-01-30,1931,1978,47,0.0,0,0,0,8,1,0,1,0,0,0,0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
10369,950266975,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19780515,1910-04-09,1910,1978,68,0.0,0,0,0,2,0,8,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,10
11189,950267762,HELMS,JESSE,S,NC,M,R,,voting,19780516,1921-10-18,1921,1978,57,0.0,1,0,0,8,0,0,1,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
10761,950267938,BIAGGI,MARIO,H,NY,M,D,10.0,voting,19780516,1917-10-26,1917,1978,61,0.0,7,7,0,5,1,0,0,0,0,0,0,0.35,0.35,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
10832,950268361,KASTENMEIER,ROBERT,H,WI,M,D,2.0,voting,19780516,1924-01-24,1924,1978,54,0.0,1,1,2,4,2,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
10212,950268662,CURTIS,CARL,S,NE,M,R,,voting,19780517,1905-03-15,1905,1978,73,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10311,950270284,BELLMON,HENRY,S,OK,M,R,,voting,19780518,1921-09-03,1921,1978,57,0.0,0,0,9,0,0,1,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
10628,950272504,MCCLOSKEY,PAUL,H,CA,M,R,12.0,voting,19780522,1927-09-29,1927,1978,51,0.0,4,3,2,9,0,1,1,0,0,0,0,0.2,0.15,0.1,0.45,0.0,0.05,0.05,0.0,0.0,0.0,0.0,20
10579,950276842,CLAUSEN,DONALD,H,CA,M,R,2.0,voting,19780601,1923-04-27,1923,1978,55,0.0,3,0,1,4,0,2,0,0,0,0,0,0.3,0.0,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
10679,950276887,LEVITAS,ELLIOTT,H,GA,M,D,4.0,voting,19780601,1930-12-26,1930,1978,48,0.0,0,0,0,2,0,8,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,10
10926,950277038,JENKINS,EDGAR,H,GA,M,D,9.0,voting,19780601,1933-01-04,1933,1978,45,0.0,2,0,1,5,0,2,0,0,0,0,0,0.2,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
11817,950282487,HATCH,ORRIN,S,UT,M,R,,voting,19780612,1934-03-22,1934,1978,44,0.0,0,6,0,1,0,3,0,0,0,0,0,0.0,0.6,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
10580,950282849,COLLINS,JAMES,H,TX,M,R,3.0,voting,19780612,1916-04-29,1916,1978,62,0.0,1,2,0,3,0,3,0,0,0,0,0,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,9
10888,950283631,CONTE,SILVIO,H,MA,M,R,1.0,voting,19780613,1921-11-09,1921,1978,57,0.0,0,3,6,1,0,0,0,0,0,0,0,0.0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11143,950285543,MOYNIHAN,DANIEL,S,NY,M,D,,voting,19780615,1927-03-16,1927,1978,51,0.0,0,0,2,6,1,1,0,0,0,0,0,0.0,0.0,0.2,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
10804,950287882,WIRTH,TIMOTHY,H,CO,M,D,2.0,voting,19780619,1939-09-22,1939,1978,39,0.0,1,1,2,2,1,2,1,0,0,0,0,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.0,10
10804,950287913,WIRTH,TIMOTHY,H,CO,M,D,2.0,voting,19780619,1939-09-22,1939,1978,39,0.0,1,0,2,3,0,3,1,0,0,0,0,0.1,0.0,0.2,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,10
11016,950292138,DOLE,ROBERT,S,KS,M,R,,voting,19780626,1923-07-22,1923,1978,55,0.0,2,1,7,0,0,0,0,0,0,0,0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10423,950292635,HAYAKAWA,SAMUEL,S,CA,M,R,,voting,19780626,1906-07-18,1906,1978,72,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10463,950294950,TEAGUE,OLIN,H,TX,M,D,6.0,voting,19780628,1910-04-06,1910,1978,68,0.0,1,2,1,2,0,4,0,0,0,0,0,0.1,0.2,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
10609,950295431,HAGEDORN,THOMAS,H,MN,M,R,2.0,voting,19780628,1943-11-27,1943,1978,35,0.0,0,3,3,1,0,3,0,0,0,0,0,0.0,0.3,0.3,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
10610,950297348,HART,GARY,S,CO,M,D,,voting,19780710,1936-11-28,1936,1978,42,0.0,1,0,9,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10369,950297692,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19780710,1910-04-09,1910,1978,68,0.0,1,1,2,3,0,3,0,0,0,0,0,0.1,0.1,0.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
11786,950297921,WAXMAN,HENRY,H,CA,M,D,24.0,voting,19780710,1939-09-12,1939,1978,39,0.0,0,0,1,0,1,7,1,0,0,0,0,0.0,0.0,0.1,0.0,0.1,0.7,0.1,0.0,0.0,0.0,0.0,10
10649,950298569,WAMPLER,WILLIAM,H,VA,M,R,9.0,voting,19780711,1926-04-21,1926,1978,52,0.0,2,0,4,3,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10378,950300699,STEVENSON,ADLAI,S,IL,M,D,,voting,19780712,1930-10-10,1930,1978,48,0.0,2,12,2,0,0,3,0,0,0,0,0,0.10526315789473684,0.631578947368421,0.10526315789473684,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,19
10559,950301246,ASHBROOK,JOHN,H,OH,M,R,17.0,voting,19780712,1928-09-21,1928,1978,50,0.0,4,0,4,6,2,4,0,0,0,0,0,0.2,0.0,0.2,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,20
10979,950302001,SIMON,PAUL,H,IL,M,D,24.0,voting,19780713,1928-11-29,1928,1978,50,0.0,0,0,4,5,0,1,0,0,0,0,0,0.0,0.0,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
10378,950303833,STEVENSON,ADLAI,S,IL,M,D,,voting,19780714,1930-10-10,1930,1978,48,0.0,4,6,13,13,0,1,0,1,0,0,0,0.10526315789473684,0.15789473684210525,0.34210526315789475,0.34210526315789475,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,38
10460,950306346,SKUBITZ,JOE,H,KS,M,R,5.0,voting,19780718,1906-05-06,1906,1978,72,0.0,1,0,0,9,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10242,950307383,HATHAWAY,WILLIAM,S,ME,M,D,,voting,19780719,1924-02-21,1924,1978,54,0.0,2,10,0,2,0,4,0,0,0,0,0,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,18
10530,950310048,PERCY,CHARLES,S,IL,M,R,,voting,19780720,1919-09-27,1919,1978,59,0.0,0,0,0,1,1,8,0,0,0,0,0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,10
10362,950310657,NELSON,GAYLORD,S,WI,M,D,,voting,19780721,1916-06-04,1916,1978,62,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10432,950311446,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19780724,1926-07-26,1926,1978,52,0.0,1,0,3,2,0,4,0,0,0,0,0,0.1,0.0,0.3,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
10639,950313208,RICHMOND,FREDERICK,H,NY,M,D,14.0,voting,19780725,1923-11-15,1923,1978,55,0.0,0,0,2,1,5,2,0,0,0,0,0,0.0,0.0,0.2,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,10
10761,950313222,BIAGGI,MARIO,H,NY,M,D,10.0,voting,19780725,1917-10-26,1917,1978,61,0.0,0,0,1,8,0,0,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10691,950315431,PRITCHARD,JOEL,H,WA,M,R,1.0,voting,19780726,1925-05-05,1925,1978,53,0.0,1,2,0,6,0,0,0,1,0,0,0,0.1,0.2,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
10531,950319536,PREYER,LUNSFORD,H,NC,M,D,6.0,voting,19780731,1919-01-11,1919,1978,59,0.0,0,0,0,0,9,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,10
10458,950320894,SIKES,ROBERT,H,FL,M,D,1.0,voting,19780801,1906-06-03,1906,1978,72,0.0,1,10,2,3,0,2,0,0,0,0,0,0.05555555555555555,0.5555555555555556,0.1111111111111111,0.16666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,18
10195,950321256,BARTLETT,DEWEY,S,OK,M,R,,voting,19780802,1919-03-28,1919,1978,59,0.0,0,0,0,8,0,1,0,0,0,0,0,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
10311,950321416,BELLMON,HENRY,S,OK,M,R,,voting,19780802,1921-09-03,1921,1978,57,0.0,1,5,2,2,0,10,0,0,0,0,0,0.05,0.25,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,20
10237,950321638,HANSEN,CLIFFORD,S,WY,M,R,,voting,19780802,1912-10-16,1912,1978,66,0.0,3,3,7,3,0,2,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.3888888888888889,0.16666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,18
10610,950323638,HART,GARY,S,CO,M,D,,voting,19780803,1936-11-28,1936,1978,42,0.0,0,0,1,0,1,8,0,0,0,0,0,0.0,0.0,0.1,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,10
10362,950325701,NELSON,GAYLORD,S,WI,M,D,,voting,19780804,1916-06-04,1916,1978,62,0.0,2,6,3,3,1,2,2,0,0,0,0,0.10526315789473684,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,19
11253,950326557,HOLLINGS,ERNEST,S,SC,M,D,,voting,19780807,1922-01-01,1922,1978,56,0.0,0,4,0,2,0,4,0,0,0,0,0,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
10503,950327033,HANLEY,JAMES,H,NY,M,D,32.0,voting,19780807,1920-07-19,1920,1978,58,0.0,0,3,0,0,0,5,0,2,0,0,0,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,10
10369,950328852,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19780808,1910-04-09,1910,1978,68,0.0,1,0,0,8,0,0,1,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
10911,950329610,HAMMERSCHMIDT,JOHN,H,AR,M,R,3.0,voting,19780808,1922-05-04,1922,1978,56,0.0,2,0,4,1,0,2,1,0,0,0,0,0.2,0.0,0.4,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,10
10378,950330407,STEVENSON,ADLAI,S,IL,M,D,,voting,19780809,1930-10-10,1930,1978,48,0.0,6,1,1,5,0,5,0,0,0,0,0,0.3333333333333333,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,18
10738,950331060,LUNDINE,STANLEY,H,NY,M,D,39.0,voting,19780809,1939-02-04,1939,1978,39,0.0,5,0,2,2,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10422,950332750,HARRINGTON,MICHAEL,H,MA,M,D,6.0,voting,19780810,1936-09-02,1936,1978,42,0.0,2,1,2,2,0,3,0,0,0,0,0,0.2,0.1,0.2,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
10789,950332823,MCKINNEY,STEWART,H,CT,M,R,4.0,voting,19780810,1931-01-30,1931,1978,47,0.0,1,0,0,9,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10530,950333885,PERCY,CHARLES,S,IL,M,R,,voting,19780811,1919-09-27,1919,1978,59,0.0,1,1,0,2,0,6,0,0,0,0,0,0.1,0.1,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,10
10504,950334172,HARRIS,HERBERT,H,VA,M,D,8.0,voting,19780811,1926-04-14,1926,1978,52,0.0,0,4,3,0,1,2,0,0,0,0,0,0.0,0.4,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,10
10995,950334228,WYLIE,CHALMERS,H,OH,M,R,15.0,voting,19780811,1920-11-23,1920,1978,58,0.0,2,0,0,7,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11271,950334234,VENTO,BRUCE,H,MN,M,D,4.0,voting,19780811,1940-10-07,1940,1978,38,0.0,0,0,7,3,0,0,0,0,0,0,0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10747,950334385,SEIBERLING,JOHN,H,OH,M,D,14.0,voting,19780811,1918-09-08,1918,1978,60,0.0,2,1,4,2,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11640,950335152,INOUYE,DANIEL,S,HI,M,D,,voting,19780814,1924-09-07,1924,1978,54,0.0,2,2,2,0,0,3,0,0,0,0,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,9
10975,950335587,SCHEUER,JAMES,H,NY,M,D,11.0,voting,19780814,1920-02-06,1920,1978,58,0.0,6,0,2,1,0,1,0,0,0,0,0,0.6,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
10283,950336245,SCOTT,WILLIAM,S,VA,M,R,,voting,19780815,1915-07-01,1915,1978,63,0.0,1,0,0,8,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10229,950336390,GRIFFIN,ROBERT,S,MI,M,R,,voting,19780815,1923-11-06,1923,1978,55,0.0,0,3,3,2,0,2,0,0,0,0,0,0.0,0.3,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
10456,950339576,SCHMITT,HARRISON,S,NM,M,R,,voting,19780817,1935-07-03,1935,1978,43,0.0,1,3,3,1,2,0,0,0,0,0,0,0.1,0.3,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
11102,950341247,CHAFEE,JOHN,S,RI,M,R,,voting,19780818,1922-10-22,1922,1978,56,0.0,2,0,2,2,0,4,0,0,0,0,0,0.2,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
10807,950342813,BENTSEN,LLOYD,S,TX,M,D,,voting,19780821,1921-02-11,1921,1978,57,0.0,4,1,3,4,0,6,0,0,0,0,0,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,18
10699,950343220,STENNIS,JOHN,S,MS,M,D,,voting,19780822,1901-08-03,1901,1978,77,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10962,950344055,PELL,CLAIBORNE,S,RI,M,D,,voting,19780823,1918-11-22,1918,1978,60,0.0,1,0,1,2,1,1,4,0,0,0,0,0.1,0.0,0.1,0.2,0.1,0.1,0.4,0.0,0.0,0.0,0.0,10
11143,950345058,MOYNIHAN,DANIEL,S,NY,M,D,,voting,19780823,1927-03-16,1927,1978,51,0.0,1,0,0,8,0,0,1,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
10359,950346086,MORGAN,ROBERT,S,NC,M,D,,voting,19780824,1925-10-05,1925,1978,53,0.0,0,0,0,1,1,7,0,0,0,0,0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,9
10605,950349011,GOLDWATER,BARRY,S,AZ,M,R,,voting,19780906,1909-01-01,1909,1978,69,0.0,0,0,0,9,0,1,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
11817,950356137,HATCH,ORRIN,S,UT,M,R,,voting,19780913,1934-03-22,1934,1978,44,0.0,3,5,4,0,1,5,0,0,0,0,0,0.16666666666666666,0.2777777777777778,0.2222222222222222,0.0,0.05555555555555555,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,18
11253,950361015,HOLLINGS,ERNEST,S,SC,M,D,,voting,19780919,1922-01-01,1922,1978,56,0.0,2,0,0,1,0,6,0,0,0,0,0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,9
10378,950361316,STEVENSON,ADLAI,S,IL,M,D,,voting,19780919,1930-10-10,1930,1978,48,0.0,1,2,1,5,1,0,0,0,0,0,0,0.1,0.2,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10345,950362241,JAVITS,JACOB,S,NY,M,R,,voting,19780920,1904-05-18,1904,1978,74,0.0,3,1,2,1,1,2,0,0,0,0,0,0.3,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,10
10819,950364276,DECONCINI,DENNIS,S,AZ,M,D,,voting,19780921,1937-05-08,1937,1978,41,0.0,0,0,1,1,0,1,7,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.7,0.0,0.0,0.0,0.0,10
10450,950368417,ROGERS,PAUL,H,FL,M,D,11.0,voting,19780925,1921-06-04,1921,1978,57,0.0,1,0,5,2,0,1,0,0,0,0,0,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
10471,950370592,WILLIAMS,HARRISON,S,NJ,M,D,,voting,19780926,1919-12-10,1919,1978,59,0.0,0,1,0,8,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10471,950374312,WILLIAMS,HARRISON,S,NJ,M,D,,voting,19780928,1919-12-10,1919,1978,59,0.0,1,0,0,0,7,1,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
11494,950374479,KENNEDY,EDWARD,S,MA,M,D,,voting,19780928,1932-02-22,1932,1978,46,0.0,4,0,0,3,0,3,0,0,0,0,0,0.4,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
10456,950374792,SCHMITT,HARRISON,S,NM,M,R,,voting,19780928,1935-07-03,1935,1978,43,0.0,0,0,0,0,1,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,10
10356,950375169,MCGOVERN,GEORGE,S,SD,M,D,,voting,19780928,1922-07-19,1922,1978,56,0.0,5,0,1,3,0,1,0,0,0,0,0,0.5,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
