speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_0,cluster_8,cluster_4,cluster_5,cluster_12,cluster_6,cluster_2,cluster_11,cluster_7,cluster_9,cluster_3,cluster_10,cluster_1,cluster_0_p,cluster_8_p,cluster_4_p,cluster_5_p,cluster_12_p,cluster_6_p,cluster_2_p,cluster_11_p,cluster_7_p,cluster_9_p,cluster_3_p,cluster_10_p,cluster_1_p,n
6205,540078206,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18960514,1832-02-15,1832,1896,64,0.0,0,0,0,8,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
5669,540087196,VILAS,WILLIAM,S,WI,M,D,,voting,18960526,1840-07-09,1840,1896,56,0.0,3,0,1,2,0,0,3,0,1,0,0,0,0,0.3,0.0,0.1,0.2,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,10
6159,540093146,VEST,GEORGE,S,MO,M,D,,voting,18960604,1830-12-06,1830,1896,66,0.0,0,1,2,0,0,1,6,0,0,0,0,0,0,0.0,0.1,0.2,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
5896,540111749,BLUE,RICHARD,H,KS,M,R,-1.0,voting,18970115,1841-09-08,1841,1897,56,0.0,0,6,0,1,1,0,1,1,0,0,0,0,0,0.0,0.6,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
5669,540122741,VILAS,WILLIAM,S,WI,M,D,,voting,18970203,1840-07-09,1840,1897,57,0.0,8,0,0,0,2,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5969,540140711,MANTLE,LEE,S,MT,M,S,,voting,18970228,1851-12-13,1851,1897,46,0.0,0,3,0,4,1,0,2,0,0,0,0,0,0,0.0,0.3,0.0,0.4,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
6553,550006454,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,18970331,1833-09-20,1833,1897,64,0.0,3,4,1,2,0,0,0,0,0,0,0,0,0,0.3,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5859,550013297,TURPIE,DAVID,S,IN,M,D,,voting,18970510,1828-07-08,1828,1897,69,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,550019907,MORGAN,JOHN,S,AL,M,D,,voting,18970529,1824-06-20,1824,1897,73,0.0,1,0,1,7,0,1,0,0,0,0,0,0,0,0.1,0.0,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5904,550024688,CAFFERY,DONELSON,S,LA,M,D,,voting,18970611,1835-09-10,1835,1897,62,0.0,0,5,0,0,1,0,4,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,550031921,MORGAN,JOHN,S,AL,M,D,,voting,18970629,1824-06-20,1824,1897,73,0.0,1,1,1,1,0,1,1,1,1,2,0,0,0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,10
6474,550038248,PIERCE,RICE,H,TN,M,D,9.0,voting,18970714,1848-07-03,1848,1897,49,2.4988920829451584e-18,1,0,3,2,0,0,4,0,0,0,0,0,0,0.1,0.0,0.3,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,550046505,VEST,GEORGE,S,MO,M,D,,voting,18971217,1830-12-06,1830,1897,67,0.0,0,1,0,1,0,0,8,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
6291,550049247,BROSIUS,MARRIOTT,H,PA,M,R,10.0,voting,18980111,1843-03-07,1843,1898,55,0.0,16,0,0,3,1,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6534,550057527,DANIEL,JOHN,S,VA,M,D,,voting,18980127,1842-09-05,1842,1898,56,0.0,3,1,1,1,0,1,3,0,0,0,0,0,0,0.3,0.1,0.1,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
6338,550067980,LANHAM,SAMUEL,H,TX,M,D,8.0,voting,18980216,1846-07-04,1846,1898,52,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6132,550080366,PITNEY,MAHLON,H,NJ,M,R,4.0,voting,18980308,1858-02-05,1858,1898,40,0.0,2,3,0,2,0,2,0,0,1,0,0,0,0,0.2,0.3,0.0,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6388,550090407,TALBERT,WILLIAM,H,SC,M,D,2.0,voting,18980329,1846-10-06,1846,1898,52,0.0,5,1,0,1,2,1,0,0,0,0,0,0,0,0.5,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5969,550092758,MANTLE,LEE,S,MT,M,S,,voting,18980404,1851-12-13,1851,1898,47,0.0,0,2,0,0,0,8,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5966,550097420,LINDSAY,WILLIAM,S,KY,M,D,,voting,18980413,1835-09-04,1835,1898,63,0.0,4,2,1,5,0,1,6,0,1,0,0,0,0,0.2,0.1,0.05,0.25,0.0,0.05,0.3,0.0,0.05,0.0,0.0,0.0,0.0,20
6658,550099223,CULLOM,SHELBY,S,IL,M,R,,voting,18980415,1829-11-22,1829,1898,69,0.0,3,5,0,1,0,1,0,0,0,0,0,0,0,0.3,0.5,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6527,550100583,BURROWS,JULIUS,S,MI,M,R,,voting,18980416,1837-01-09,1837,1898,61,0.0,0,0,0,2,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
6295,550106097,CARMACK,EDWARD,H,TN,M,D,10.0,voting,18980422,1858-11-05,1858,1898,40,0.0,1,2,0,2,0,5,0,0,0,0,0,0,0,0.1,0.2,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6231,550107997,LENTZ,JOHN,H,OH,M,D,12.0,voting,18980427,1856-01-27,1856,1898,42,0.0,1,3,0,0,1,5,0,0,0,0,0,0,0,0.1,0.3,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6479,550108385,RHEA,JOHN,H,KY,M,D,3.0,voting,18980428,1855-03-09,1855,1898,43,0.0,0,4,0,0,0,1,4,0,1,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.0,0.0,10
6143,550108391,SIMPSON,JEREMIAH,H,KS,M,P,7.0,voting,18980428,1842-03-31,1842,1898,56,0.0,1,5,0,0,0,0,3,0,1,0,0,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,10
6553,550108458,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,18980428,1833-09-20,1833,1898,65,0.0,0,6,0,0,0,2,1,0,1,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
6254,550108743,RIDGELY,EDWIN,H,KS,M,P,3.0,voting,18980429,1844-05-09,1844,1898,54,0.0,0,0,0,1,0,8,0,0,1,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5859,550119118,TURPIE,DAVID,S,IN,M,D,,voting,18980518,1828-07-08,1828,1898,70,0.0,1,1,0,0,0,6,1,1,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
6262,550122345,STEWART,WILLIAM,S,NV,M,S,,voting,18980525,1827-08-09,1827,1898,71,0.0,0,0,0,0,0,0,2,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
6196,550123323,COCKRELL,FRANCIS,S,MO,M,D,,voting,18980527,1834-10-01,1834,1898,64,0.0,0,0,2,1,0,6,1,0,0,0,0,0,0,0.0,0.0,0.2,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6445,550123347,GORMAN,ARTHUR,S,MD,M,D,,voting,18980527,1839-03-11,1839,1898,59,0.0,0,3,1,0,0,6,0,0,0,0,0,0,0,0.0,0.3,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,550144737,HOAR,GEORGE,S,MA,M,R,,voting,18980705,1826-08-29,1826,1898,72,0.0,0,1,2,1,0,6,0,0,0,0,0,0,0,0.0,0.1,0.2,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,550147260,MORGAN,JOHN,S,AL,M,D,,voting,18980708,1824-06-20,1824,1898,74,0.0,0,7,0,0,0,1,2,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
7264,550147909,ADAMSON,WILLIAM,H,GA,M,D,4.0,voting,18981207,1854-08-13,1854,1898,44,0.0,3,1,0,1,0,0,5,0,0,0,0,0,0,0.3,0.1,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10
5859,550149378,TURPIE,DAVID,S,IN,M,D,,voting,18981213,1828-07-08,1828,1898,70,0.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,550149979,MORGAN,JOHN,S,AL,M,D,,voting,18981214,1824-06-20,1824,1898,74,0.0,7,0,1,0,2,0,0,0,0,0,0,0,0,0.7,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5904,550158567,CAFFERY,DONELSON,S,LA,M,D,,voting,18990118,1835-09-10,1835,1899,64,0.0,0,0,0,0,0,0,9,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,10
6082,550165403,GRIFFIN,MICHAEL,H,WI,M,R,7.0,voting,18990130,1842-09-09,1842,1899,57,0.0,2,0,0,4,0,0,4,0,0,0,0,0,0,0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
6584,550167929,MONEY,HERNANDO,S,MS,M,D,,voting,18990203,1839-08-26,1839,1899,60,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5906,550168165,CHILTON,HORACE,S,TX,M,D,,voting,18990204,1853-12-29,1853,1899,46,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,550173416,VEST,GEORGE,S,MO,M,D,,voting,18990211,1830-12-06,1830,1899,69,0.0,3,1,0,1,1,3,0,1,0,0,0,0,0,0.3,0.1,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7108,550177469,PAYNE,SERENO,H,NY,M,R,28.0,voting,18990216,1843-06-26,1843,1899,56,0.0,1,0,0,2,0,0,7,0,0,0,0,0,0,0.1,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10
6034,550181535,WOLCOTT,EDWARD,S,CO,M,R,,voting,18990222,1848-03-26,1848,1899,51,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,550185620,VEST,GEORGE,S,MO,M,D,,voting,18990227,1830-12-06,1830,1899,69,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6383,560008155,STEWART,JAMES,H,NJ,M,R,5.0,voting,19000124,1851-06-15,1851,1900,49,0.0682421702848747,2,0,0,2,0,0,6,0,0,0,0,0,0,0.2,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,560010784,TELLER,HENRY,S,CO,M,D,,voting,19000131,1830-05-23,1830,1900,70,0.0,0,4,1,1,0,0,4,0,0,0,0,0,0,0.0,0.4,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
6196,560014422,COCKRELL,FRANCIS,S,MO,M,D,,voting,19000208,1834-10-01,1834,1900,66,0.0,0,0,2,2,0,2,14,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,20
6438,560020958,FORAKER,JOSEPH,S,OH,M,R,,voting,19000222,1846-07-05,1846,1900,54,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6951,560021102,MCCALL,SAMUEL,H,MA,M,R,8.0,voting,19000222,1851-02-28,1851,1900,49,0.0,1,4,0,2,0,2,0,1,0,0,0,0,0,0.1,0.4,0.0,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6780,560074579,GARDNER,WASHINGTON,H,MI,M,R,3.0,voting,19000519,1845-02-16,1845,1900,55,0.0,1,6,0,1,0,0,1,1,0,0,0,0,0,0.1,0.6,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
5904,560095610,CAFFERY,DONELSON,S,LA,M,D,,voting,19001205,1835-09-10,1835,1900,65,0.0,0,0,0,9,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6441,560099755,GIBSON,HENRY,H,TN,M,R,2.0,voting,19001217,1837-12-24,1837,1900,63,1.4795692289189014e-10,2,5,0,1,2,0,0,0,0,0,0,0,0,0.2,0.5,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6382,560099756,STEELE,GEORGE,H,IN,M,R,11.0,voting,19001217,1839-12-13,1839,1900,61,5.611889266406646e-05,0,5,0,1,4,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6382,560099757,STEELE,GEORGE,H,IN,M,R,11.0,voting,19001217,1839-12-13,1839,1900,61,1.2507652422946968e-10,0,6,1,1,2,0,0,0,0,0,0,0,0,0.0,0.6,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7226,560100701,NEWLANDS,FRANCIS,H,NV,M,D,0.0,voting,19001219,1846-08-28,1846,1900,54,0.0,18,0,0,0,1,1,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6262,560102721,STEWART,WILLIAM,S,NV,M,R,,voting,19010104,1827-08-09,1827,1901,74,0.0,1,1,0,0,0,8,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6612,560108070,TOWNE,CHARLES,S,MN,M,D,,voting,19010112,1858-11-21,1858,1901,43,0.0,0,0,0,0,0,0,9,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,10
7621,560108882,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19010114,1860-11-06,1860,1901,41,0.0,6,0,0,0,4,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7883,560110363,JONES,WESLEY,H,WA,M,R,-1.0,voting,19010116,1863-10-09,1863,1901,38,0.0,7,0,0,0,3,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6156,560113640,TURNER,GEORGE,S,WA,M,D,,voting,19010121,1850-02-25,1850,1901,51,0.0,0,4,1,0,0,5,0,0,0,0,0,0,0,0.0,0.4,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6156,560119442,TURNER,GEORGE,S,WA,M,D,,voting,19010129,1850-02-25,1850,1901,51,0.0,1,10,0,0,0,1,8,0,0,0,0,0,0,0.05,0.5,0.0,0.0,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,20
7712,560133802,KAHN,JULIUS,H,CA,M,R,4.0,voting,19010214,1861-02-28,1861,1901,40,0.0,8,0,0,1,1,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6538,560137977,DEPEW,CHAUNCEY,S,NY,M,R,,voting,19010219,1834-04-23,1834,1901,67,0.0,1,0,1,5,1,1,1,0,0,0,0,0,0,0.1,0.0,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7008,560142308,BACON,AUGUSTUS,S,GA,M,D,,voting,19010222,1839-10-20,1839,1901,62,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,560153355,HALE,EUGENE,S,ME,M,R,,voting,19010302,1836-06-09,1836,1901,65,0.0,1,7,1,0,0,1,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7138,570008805,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19020130,1847-08-11,1847,1902,55,0.0,0,8,0,1,0,1,0,0,0,0,0,0,0,0.0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6527,570020678,BURROWS,JULIUS,S,MI,M,R,,voting,19020222,1837-01-09,1837,1902,65,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7363,570024367,SHACKLEFORD,DORSEY,H,MO,M,D,8.0,voting,19020304,1853-08-27,1853,1902,49,3.301555135964648e-18,0,0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6479,570034055,RHEA,JOHN,H,KY,M,D,3.0,voting,19020324,1855-03-09,1855,1902,47,0.0,0,5,1,3,0,1,0,0,0,0,0,0,0,0.0,0.5,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6504,570034746,WARNOCK,WILLIAM,H,OH,M,R,8.0,voting,19020326,1838-08-29,1838,1902,64,0.0,0,1,0,7,0,0,2,0,0,0,0,0,0,0.0,0.1,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
6511,570040671,ADAMS,ROBERT,H,PA,M,R,2.0,voting,19020407,1849-02-26,1849,1902,53,0.0,2,0,0,0,0,0,0,8,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,10
6664,570055516,DOLLIVER,JONATHAN,S,IA,M,R,,voting,19020506,1858-02-06,1858,1902,44,2.653149886202599e-12,0,1,0,0,0,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
6575,570055853,LITTLE,JOHN,H,AR,M,D,2.0,voting,19020507,1853-03-15,1853,1902,49,0.0,0,1,0,0,0,1,8,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
6536,570060218,DAYTON,ALSTON,H,WV,M,R,2.0,voting,19020515,1857-10-18,1857,1902,45,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,570062286,HOAR,GEORGE,S,MA,M,R,,voting,19020519,1826-08-29,1826,1902,76,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6459,570068400,LATIMER,ASBURY,H,SC,M,D,3.0,voting,19020527,1851-07-31,1851,1902,51,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6504,570074311,WARNOCK,WILLIAM,H,OH,M,R,8.0,voting,19020607,1838-08-29,1838,1902,64,0.0,0,11,0,6,0,4,15,1,3,0,0,0,0,0.0,0.275,0.0,0.15,0.0,0.1,0.375,0.025,0.075,0.0,0.0,0.0,0.0,40
6307,570125123,DUBOIS,FRED,S,ID,M,D,,voting,19030223,1851-05-29,1851,1903,52,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,570127701,HOAR,GEORGE,S,MA,M,R,,voting,19030226,1826-08-29,1826,1903,77,0.0,2,4,1,2,0,0,1,0,0,0,0,0,0,0.2,0.4,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6480,570128910,RICHARDSON,JAMES,H,TN,M,D,5.0,voting,19030227,1843-03-10,1843,1903,60,0.0,0,0,1,2,0,1,6,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
6430,580003724,DINSMORE,HUGH,H,AR,M,D,3.0,voting,19031211,1850-12-24,1850,1903,53,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6430,580003727,DINSMORE,HUGH,H,AR,M,D,3.0,voting,19031211,1850-12-24,1850,1903,53,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6361,580011040,PATTERSON,THOMAS,S,CO,M,D,,voting,19040119,1839-11-04,1839,1904,65,0.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6585,580022244,MORRELL,EDWARD,H,PA,M,R,5.0,voting,19040204,1863-08-07,1863,1904,41,0.0,0,5,1,0,0,1,2,0,1,0,0,0,0,0.0,0.5,0.1,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,10
6493,580026354,SPOONER,JOHN,S,WI,M,R,,voting,19040218,1843-01-06,1843,1904,61,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,580027529,HEYBURN,WELDON,S,ID,M,R,,voting,19040222,1852-05-23,1852,1904,52,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7161,580043808,AIKEN,WYATT,H,SC,M,D,3.0,voting,19040316,1863-12-14,1863,1904,41,0.0,0,6,0,0,0,0,2,1,1,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,10
7563,580043846,FLOOD,HENRY,H,VA,M,D,10.0,voting,19040316,1865-09-02,1865,1904,39,0.0,1,2,0,6,0,0,1,0,0,0,0,0,0,0.1,0.2,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6610,580052394,SULLIVAN,JOHN,H,MA,M,D,11.0,voting,19040328,1868-05-10,1868,1904,36,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6553,580058172,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,19040405,1833-09-20,1833,1904,71,0.0,0,1,0,0,0,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
6610,580066174,SULLIVAN,JOHN,H,MA,M,D,11.0,voting,19040418,1868-05-10,1868,1904,36,0.0,0,7,0,1,0,0,2,0,0,0,0,0,0,0.0,0.7,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
7095,580067515,MCGUIRE,BIRD,H,OK,M,R,-1.0,nonvoting,19040419,1865-10-13,1865,1904,39,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7197,580090974,HOWELL,JOSEPH,H,UT,M,R,1.0,voting,19050121,1857-02-17,1857,1905,48,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6842,580110092,PERKINS,GEORGE,S,CA,M,R,,voting,19050222,1839-08-23,1839,1905,66,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7928,580110768,BURTON,THEODORE,H,OH,M,R,21.0,voting,19050222,1851-12-20,1851,1905,54,0.0,18,0,0,2,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6486,580110866,SCUDDER,TOWNSEND,H,NY,M,D,1.0,voting,19050222,1865-07-26,1865,1905,40,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6361,590019689,PATTERSON,THOMAS,S,CO,M,D,,voting,19060131,1839-11-04,1839,1906,67,0.0,1,1,0,0,0,1,7,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,590025583,TELLER,HENRY,S,CO,M,D,,voting,19060213,1830-05-23,1830,1906,76,0.0,0,0,0,0,0,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10
6468,590030975,MCCREARY,JAMES,S,KY,M,D,,voting,19060222,1838-07-08,1838,1906,68,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
