speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_6,cluster_0,cluster_1,cluster_4,cluster_7,cluster_2,cluster_8,cluster_3,cluster_12,cluster_5,cluster_11,cluster_10,cluster_9,cluster_13,cluster_6_p,cluster_0_p,cluster_1_p,cluster_4_p,cluster_7_p,cluster_2_p,cluster_8_p,cluster_3_p,cluster_12_p,cluster_5_p,cluster_11_p,cluster_10_p,cluster_9_p,cluster_13_p,n
11067,1020023079,PANETTA,LEON,H,CA,M,D,16.0,voting,19910416,1938-06-28,1938,1991,53,0.0,5,3,11,5,3,0,0,0,0,0,0,0,0,0,0.18518518518518517,0.1111111111111111,0.4074074074074074,0.18518518518518517,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
11060,1020023081,MCMILLAN,JOHN,H,NC,M,R,9.0,voting,19910416,1932-05-09,1932,1991,59,0.0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
12103,1020023085,ROGERS,HAROLD,H,KY,M,R,5.0,voting,19910416,1937-12-31,1937,1991,54,0.0,5,6,11,3,3,0,0,0,0,0,0,0,0,0,0.17857142857142858,0.21428571428571427,0.39285714285714285,0.10714285714285714,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
11503,1020023088,MCCRERY,JAMES,H,LA,M,R,4.0,voting,19910416,1949-09-18,1949,1991,42,0.0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11254,1020023104,KASICH,JOHN,H,OH,M,R,12.0,voting,19910416,1952-05-13,1952,1991,39,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11430,1020023110,KOLBE,JAMES,H,AZ,M,R,5.0,voting,19910416,1942-06-28,1942,1991,49,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11327,1020023114,SANTORUM,RICHARD,H,PA,M,R,18.0,voting,19910416,1958-05-10,1958,1991,33,0.0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
12141,1020023147,SLAUGHTER,LOUISE,H,NY,F,D,30.0,voting,19910416,1929-08-14,1929,1991,62,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11408,1020023149,DELAY,THOMAS,H,TX,M,R,22.0,voting,19910416,1947-04-08,1947,1991,44,0.0,7,16,6,5,1,2,0,1,0,0,0,0,0,0,0.18421052631578946,0.42105263157894735,0.15789473684210525,0.13157894736842105,0.02631578947368421,0.05263157894736842,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,38
11020,1020023152,ESPY,ALBERT,H,MS,M,D,2.0,voting,19910416,1953-11-30,1953,1991,38,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11312,1020023199,LAFALCE,JOHN,H,NY,M,D,32.0,voting,19910416,1939-10-06,1939,1991,52,0.0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10776,1020023578,FOWLER,WYCHE,S,GA,M,D,,voting,19910417,1940-10-06,1940,1991,51,0.0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11688,1020023727,KILDEE,DALE,H,MI,M,D,7.0,voting,19910417,1929-09-16,1929,1991,62,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10966,1020023729,PURSELL,CARL,H,MI,M,R,2.0,voting,19910417,1932-12-19,1932,1991,59,0.0,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11067,1020023777,PANETTA,LEON,H,CA,M,D,16.0,voting,19910417,1938-06-28,1938,1991,53,0.0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11408,1020023779,DELAY,THOMAS,H,TX,M,R,22.0,voting,19910417,1947-04-08,1947,1991,44,0.0,0,11,9,4,5,0,0,0,1,0,0,0,0,0,0.0,0.36666666666666664,0.3,0.13333333333333333,0.16666666666666666,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,30
11387,1020023791,STENHOLM,CHARLES,H,TX,M,D,17.0,voting,19910417,1938-10-26,1938,1991,53,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11387,1020023814,STENHOLM,CHARLES,H,TX,M,D,17.0,voting,19910417,1938-10-26,1938,1991,53,0.0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11067,1020023858,PANETTA,LEON,H,CA,M,D,16.0,voting,19910417,1938-06-28,1938,1991,53,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11519,1020023902,SHAYS,CHRISTOPHER,H,CT,M,R,4.0,voting,19910417,1945-10-18,1945,1991,46,0.0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11067,1020023919,PANETTA,LEON,H,CA,M,D,16.0,voting,19910417,1938-06-28,1938,1991,53,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11060,1020023925,MCMILLAN,JOHN,H,NC,M,R,9.0,voting,19910417,1932-05-09,1932,1991,59,0.0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11430,1020023977,KOLBE,JAMES,H,AZ,M,R,5.0,voting,19910417,1942-06-28,1942,1991,49,0.0,3,1,12,11,1,1,0,0,0,0,0,0,0,0,0.10344827586206896,0.034482758620689655,0.41379310344827586,0.3793103448275862,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
11061,1020024011,MICHEL,ROBERT,H,IL,M,R,18.0,voting,19910417,1923-03-02,1923,1991,68,0.0,2,0,13,4,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.0,0.6842105263157895,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
11365,1020024018,GEPHARDT,RICHARD,H,MO,M,D,3.0,voting,19910417,1941-01-31,1941,1991,50,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11068,1020024022,PENNY,TIMOTHY,H,MN,M,D,1.0,voting,19910417,1951-11-19,1951,1991,40,0.0,4,1,13,1,0,0,0,0,0,0,0,0,0,0,0.21052631578947367,0.05263157894736842,0.6842105263157895,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
11295,1020024027,COYNE,WILLIAM,H,PA,M,D,14.0,voting,19910417,1936-08-24,1936,1991,55,0.0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11717,1020024029,TOWNS,EDOLPHUS,H,NY,M,D,11.0,voting,19910417,1934-07-21,1934,1991,57,0.0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11271,1020024032,VENTO,BRUCE,H,MN,M,D,4.0,voting,19910417,1940-10-07,1940,1991,51,0.0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11117,1020024033,FRANKS,GARY,H,CT,M,R,5.0,voting,19910417,1953-02-09,1953,1991,38,0.0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11373,1020024036,KLECZKA,GERALD,H,WI,M,D,4.0,voting,19910417,1943-11-26,1943,1991,48,0.0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11204,1020024039,POSHARD,GLENN,H,IL,M,D,22.0,voting,19910417,1945-10-30,1945,1991,46,0.0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11067,1020024390,PANETTA,LEON,H,CA,M,D,16.0,voting,19910418,1938-06-28,1938,1991,53,0.0,1,1,9,1,5,1,1,1,0,0,0,0,0,0,0.05,0.05,0.45,0.05,0.25,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
10804,1020024431,WIRTH,TIMOTHY,S,CO,M,D,,voting,19910418,1939-09-22,1939,1991,52,0.0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11836,1020024816,MCCONNELL,MITCH,S,KY,M,R,,voting,19910418,1942-02-20,1942,1991,49,0.0,14,2,23,4,2,1,1,0,0,0,0,0,0,0,0.2978723404255319,0.0425531914893617,0.48936170212765956,0.0851063829787234,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
10851,1020025213,SASSER,JAMES,S,TN,M,D,,voting,19910423,1936-09-30,1936,1991,55,0.0,6,5,22,3,1,0,0,0,0,0,0,0,0,0,0.16216216216216217,0.13513513513513514,0.5945945945945946,0.08108108108108109,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
11360,1020025216,DOMENICI,PETE,S,NM,M,R,,voting,19910423,1932-05-07,1932,1991,59,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,1020025217,DOMENICI,PETE,S,NM,M,R,,voting,19910423,1932-05-07,1932,1991,59,0.0,1,2,13,2,2,0,0,0,0,0,0,0,0,0,0.05,0.1,0.65,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10851,1020026123,SASSER,JAMES,S,TN,M,D,,voting,19910424,1936-09-30,1936,1991,55,0.0,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0.0,0.1,0.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,1020026125,DOMENICI,PETE,S,NM,M,R,,voting,19910424,1932-05-07,1932,1991,59,0.0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10851,1020026130,SASSER,JAMES,S,TN,M,D,,voting,19910424,1936-09-30,1936,1991,55,0.0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11959,1020026142,GRASSLEY,CHARLES,S,IA,M,R,,voting,19910424,1933-09-17,1933,1991,58,0.0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,1020026186,DOMENICI,PETE,S,NM,M,R,,voting,19910424,1932-05-07,1932,1991,59,0.0,0,1,14,4,0,1,0,0,0,0,0,0,0,0,0.0,0.05,0.7,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11744,1020026197,LEVIN,CARL,S,MI,M,D,,voting,19910424,1934-06-28,1934,1991,57,0.0,3,0,12,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10878,1020026620,BRADLEY,WILLIAM,S,NJ,M,D,,voting,19910425,1943-07-28,1943,1991,48,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10851,1020026623,SASSER,JAMES,S,TN,M,D,,voting,19910425,1936-09-30,1936,1991,55,0.0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10851,1020026633,SASSER,JAMES,S,TN,M,D,,voting,19910425,1936-09-30,1936,1991,55,0.0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11223,1020026681,WELLSTONE,PAUL,S,MN,M,D,,voting,19910425,1944-07-21,1944,1991,47,0.0,4,1,13,1,0,0,0,0,0,0,0,0,0,0,0.21052631578947367,0.05263157894736842,0.6842105263157895,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
11360,1020026942,DOMENICI,PETE,S,NM,M,R,,voting,19910425,1932-05-07,1932,1991,59,0.0,1,9,18,3,4,1,3,0,0,0,0,0,0,0,0.02564102564102564,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
10851,1020026977,SASSER,JAMES,S,TN,M,D,,voting,19910425,1936-09-30,1936,1991,55,0.0,2,14,16,4,1,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.3783783783783784,0.43243243243243246,0.10810810810810811,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
11016,1020027277,DOLE,ROBERT,S,KS,M,R,,voting,19910425,1923-07-22,1923,1991,68,0.0,3,1,14,1,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.05263157894736842,0.7368421052631579,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
10851,1020027280,SASSER,JAMES,S,TN,M,D,,voting,19910425,1936-09-30,1936,1991,55,0.0,7,2,17,1,1,0,0,0,0,0,0,0,0,0,0.25,0.07142857142857142,0.6071428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
10819,1020027412,DECONCINI,DENNIS,S,AZ,M,D,,voting,19910425,1937-05-08,1937,1991,54,0.0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11775,1020027574,MORAN,JAMES,H,VA,M,D,8.0,voting,19910429,1945-05-16,1945,1991,46,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11061,1020028055,MICHEL,ROBERT,H,IL,M,R,18.0,voting,19910501,1923-03-02,1923,1991,68,0.0,1,0,1,3,4,0,0,0,0,1,0,0,0,0,0.1,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
11030,1020028064,GRADISON,WILLIS,H,OH,M,R,2.0,voting,19910501,1928-12-28,1928,1991,63,2.441057951962585e-18,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11430,1020029113,KOLBE,JAMES,H,AZ,M,R,5.0,voting,19910507,1942-06-28,1942,1991,49,0.0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11067,1020030371,PANETTA,LEON,H,CA,M,D,16.0,voting,19910509,1938-06-28,1938,1991,53,0.0,8,2,3,5,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
11360,1020030536,DOMENICI,PETE,S,NM,M,R,,voting,19910509,1932-05-07,1932,1991,59,0.0,1,6,12,8,3,0,0,0,0,0,0,0,0,0,0.03333333333333333,0.2,0.4,0.26666666666666666,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
11360,1020030546,DOMENICI,PETE,S,NM,M,R,,voting,19910509,1932-05-07,1932,1991,59,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,1020030581,DOMENICI,PETE,S,NM,M,R,,voting,19910509,1932-05-07,1932,1991,59,0.0,2,3,8,2,2,2,1,0,0,0,0,0,0,0,0.1,0.15,0.4,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11462,1020030851,BYRD,ROBERT,S,WV,M,D,,voting,19910509,1917-11-20,1917,1991,74,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11663,1020031093,BERMAN,HOWARD,H,CA,M,D,26.0,voting,19910514,1941-04-15,1941,1991,50,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10869,1020031263,ANNUNZIO,FRANK,H,IL,M,D,11.0,voting,19910514,1915-01-12,1915,1991,76,0.0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
12068,1020032506,NORTON,ELEANOR,H,DC,F,D,0.0,nonvoting,19910515,1937-06-13,1937,1991,54,0.0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11663,1020032730,BERMAN,HOWARD,H,CA,M,D,26.0,voting,19910515,1941-04-15,1941,1991,50,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11253,1020033076,HOLLINGS,ERNEST,S,SC,M,D,,voting,19910516,1922-01-01,1922,1991,69,0.0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11154,1020034178,SCHROEDER,PATRICIA,H,CO,F,D,1.0,voting,19910521,1940-07-30,1940,1991,51,0.0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11647,1020034770,LIEBERMAN,JOSEPH,S,CT,M,D,,voting,19910521,1942-02-24,1942,1991,49,0.0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.4444444444444444,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10992,1020035710,WEISS,THEODORE,H,NY,M,D,17.0,voting,19910522,1927-09-17,1927,1991,64,0.0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11015,1020035752,DERRICK,BUTLER,H,SC,M,D,3.0,voting,19910522,1936-09-30,1936,1991,55,0.0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11067,1020035797,PANETTA,LEON,H,CA,M,D,16.0,voting,19910522,1938-06-28,1938,1991,53,7.172327817520466e-12,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0.3,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11254,1020035822,KASICH,JOHN,H,OH,M,R,12.0,voting,19910522,1952-05-13,1952,1991,39,0.0,4,1,14,1,0,0,0,0,0,0,0,0,0,0,0.2,0.05,0.7,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11067,1020035825,PANETTA,LEON,H,CA,M,D,16.0,voting,19910522,1938-06-28,1938,1991,53,0.0,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0.1,0.2,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11060,1020035841,MCMILLAN,JOHN,H,NC,M,R,9.0,voting,19910522,1932-05-09,1932,1991,59,0.0,3,2,34,0,0,0,0,0,0,1,0,0,0,0,0.075,0.05,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,40
11067,1020035859,PANETTA,LEON,H,CA,M,D,16.0,voting,19910522,1938-06-28,1938,1991,53,0.0,2,1,15,1,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.05263157894736842,0.7894736842105263,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
11319,1020036095,MINK,PATSY,H,HI,F,D,2.0,voting,19910522,1927-12-06,1927,1991,64,0.0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0.0,0.3,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10759,1020036400,ADAMS,BROCKMAN,S,WA,M,D,,voting,19910522,1927-01-13,1927,1991,64,0.0,3,0,2,0,1,0,1,3,0,0,0,0,0,0,0.3,0.0,0.2,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
10851,1020036528,SASSER,JAMES,S,TN,M,D,,voting,19910522,1936-09-30,1936,1991,55,0.0,2,0,15,1,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.8333333333333334,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10807,1020036537,BENTSEN,LLOYD,S,TX,M,D,,voting,19910522,1921-02-11,1921,1991,70,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11186,1020036545,GRAMM,PHIL,S,TX,M,R,,voting,19910522,1942-07-08,1942,1991,49,0.0,2,1,12,3,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.05555555555555555,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
11462,1020036622,BYRD,ROBERT,S,WV,M,D,,voting,19910522,1917-11-20,1917,1991,74,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11360,1020036624,DOMENICI,PETE,S,NM,M,R,,voting,19910522,1932-05-07,1932,1991,59,0.0,4,11,1,2,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.6111111111111112,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10915,1020037050,HAYES,CHARLES,H,IL,M,D,1.0,voting,19910523,1918-02-17,1918,1991,73,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11741,1020038013,HARKIN,THOMAS,S,IA,M,D,,voting,19910523,1939-11-19,1939,1991,52,0.0,0,1,4,0,2,0,0,2,0,0,1,0,0,0,0.0,0.1,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,10
11735,1020038113,BAUCUS,MAX,S,MT,M,D,,voting,19910523,1941-12-11,1941,1991,50,0.0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11726,1020038232,KERRY,JOHN,S,MA,M,D,,voting,19910523,1943-12-11,1943,1991,48,0.0,0,1,2,2,5,0,0,0,0,0,0,0,0,0,0.0,0.1,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11067,1020038631,PANETTA,LEON,H,CA,M,D,16.0,voting,19910529,1938-06-28,1938,1991,53,0.0,1,6,6,3,3,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.3157894736842105,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
11779,1020038681,RAHALL,NICK,H,WV,M,D,4.0,voting,19910529,1949-05-20,1949,1991,42,0.0,5,2,12,0,0,0,0,0,0,0,0,0,0,0,0.2631578947368421,0.10526315789473684,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
11447,1020038688,SHAW,E.,H,FL,M,R,15.0,voting,19910529,1939-04-19,1939,1991,52,0.0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9
