speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_2,cluster_5,cluster_0,cluster_10,cluster_8,cluster_17,cluster_14,cluster_12,cluster_3,cluster_4,cluster_11,cluster_1,cluster_18,cluster_16,cluster_13,cluster_9,cluster_7,cluster_15,cluster_19,cluster_6,cluster_2_p,cluster_5_p,cluster_0_p,cluster_10_p,cluster_8_p,cluster_17_p,cluster_14_p,cluster_12_p,cluster_3_p,cluster_4_p,cluster_11_p,cluster_1_p,cluster_18_p,cluster_16_p,cluster_13_p,cluster_9_p,cluster_7_p,cluster_15_p,cluster_19_p,cluster_6_p,n
10440,900012778,MOSS,JOHN,H,CA,M,D,3.0,voting,19670213,1915-04-13,1915,1967,52,0.0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10219,900013413,DORN,WILLIAM,H,SC,M,D,3.0,voting,19670216,1916-04-14,1916,1967,51,0.0,4,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10699,900013750,STENNIS,JOHN,S,MS,M,D,,voting,19670216,1901-08-03,1901,1967,66,0.0,3,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11462,900018258,BYRD,ROBERT,S,WV,M,D,,voting,19670227,1917-11-20,1917,1967,50,0.0,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9982,900018291,YOUNG,STEPHEN,S,OH,M,D,,voting,19670227,1889-05-04,1889,1967,78,0.0,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10022,900018731,RUSSELL,RICHARD,S,GA,M,D,,voting,19670228,1897-11-02,1897,1967,70,0.0,2,2,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10161,900028146,MCGEE,GALE,S,WY,M,D,,voting,19670315,1915-03-17,1915,1967,52,0.0,3,4,2,2,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0,0.15789473684210525,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,19
11462,900029373,BYRD,ROBERT,S,WV,M,D,,voting,19670316,1917-11-20,1917,1967,50,0.0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10791,900030558,NICHOLS,WILLIAM,H,AL,M,D,4.0,voting,19670320,1918-10-16,1918,1967,49,0.0,2,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10144,900031075,HALPERN,SEYMOUR,H,NY,M,R,6.0,voting,19670321,1913-11-19,1913,1967,54,0.0,1,1,1,0,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.0,0.0,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10198,900031161,BRASCO,FRANK,H,NY,M,D,11.0,voting,19670321,1932-10-15,1932,1967,35,0.0,0,1,0,1,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9909,900035794,DODD,THOMAS,S,CT,M,D,,voting,19670406,1907-05-15,1907,1967,60,0.0,4,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10367,900036849,RANDALL,WILLIAM,H,MO,M,D,4.0,voting,19670410,1909-07-16,1909,1967,58,0.0,4,5,6,1,2,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.034482758620689655,0.06896551724137931,0.2413793103448276,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
10053,900039457,DOMINICK,PETER,S,CO,M,R,,voting,19670413,1915-07-07,1915,1967,52,0.0,1,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11462,900041020,BYRD,ROBERT,S,WV,M,D,,voting,19670414,1917-11-20,1917,1967,50,0.0,11,3,3,1,1,7,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0.36666666666666664,0.1,0.1,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,30
11462,900041429,BYRD,ROBERT,S,WV,M,D,,voting,19670417,1917-11-20,1917,1967,50,0.0,6,3,2,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.15,0.1,0.05,0.05,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11220,900041473,THURMOND,J.,S,SC,M,R,,voting,19670417,1902-12-05,1902,1967,65,0.0,3,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11462,900041776,BYRD,ROBERT,S,WV,M,D,,voting,19670418,1917-11-20,1917,1967,50,0.0,5,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10099,900042272,WATSON,ALBERT,H,SC,M,R,2.0,voting,19670418,1922-08-30,1922,1967,45,0.0,3,9,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.47368421052631576,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
10458,900042340,SIKES,ROBERT,H,FL,M,D,1.0,voting,19670419,1906-06-03,1906,1967,61,0.0,0,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11462,900043383,BYRD,ROBERT,S,WV,M,D,,voting,19670420,1917-11-20,1917,1967,50,0.0,3,8,2,0,7,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0.10714285714285714,0.2857142857142857,0.07142857142857142,0.0,0.25,0.14285714285714285,0.0,0.07142857142857142,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,28
11220,900043410,THURMOND,J.,S,SC,M,R,,voting,19670420,1902-12-05,1902,1967,65,0.0,3,4,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.0,0.5,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10450,900043878,ROGERS,PAUL,H,FL,M,D,9.0,voting,19670420,1921-06-04,1921,1967,46,0.0,4,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10031,900044435,WILLIS,EDWIN,H,LA,M,D,3.0,voting,19670420,1904-10-02,1904,1967,63,0.0,9,7,8,3,3,4,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0.23076923076923078,0.1794871794871795,0.20512820512820512,0.07692307692307693,0.07692307692307693,0.10256410256410256,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,39
10524,900044471,MURPHY,JOHN,H,NY,M,D,16.0,voting,19670420,1926-08-03,1926,1967,41,0.0,0,0,1,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10280,900045732,SANDMAN,CHARLES,H,NJ,M,R,2.0,voting,19670425,1921-10-23,1921,1967,46,0.0,4,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10579,900046459,CLAUSEN,DONALD,H,CA,M,R,1.0,voting,19670426,1923-04-27,1923,1967,44,0.0,2,5,1,1,5,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0.1,0.25,0.05,0.05,0.25,0.1,0.1,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10042,900046606,BIBLE,ALAN,S,NV,M,D,,voting,19670426,1909-11-20,1909,1967,58,0.0,9,0,2,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0.45,0.0,0.1,0.05,0.0,0.05,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9854,900047049,MORTON,THRUSTON,S,KY,M,R,,voting,19670427,1907-08-19,1907,1967,60,0.0,1,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10601,900047875,FINDLEY,PAUL,H,IL,M,R,20.0,voting,19670427,1921-06-23,1921,1967,46,0.0,0,3,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.1,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11462,900048153,BYRD,ROBERT,S,WV,M,D,,voting,19670428,1917-11-20,1917,1967,50,0.0,7,8,3,2,12,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14893617021276595,0.1702127659574468,0.06382978723404255,0.0425531914893617,0.2553191489361702,0.0851063829787234,0.2127659574468085,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
10401,900048867,BURLESON,OMAR,H,TX,M,D,17.0,voting,19670502,1906-03-19,1906,1967,61,0.0,0,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9842,900049167,LAUSCHE,FRANK,S,OH,M,D,,voting,19670502,1895-11-14,1895,1967,72,0.0,1,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9842,900049171,LAUSCHE,FRANK,S,OH,M,D,,voting,19670502,1895-11-14,1895,1967,72,0.0,8,2,1,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.42105263157894735,0.10526315789473684,0.05263157894736842,0.0,0.15789473684210525,0.21052631578947367,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
10084,900050466,POLLOCK,HOWARD,H,AK,M,R,0.0,voting,19670504,1920-04-11,1920,1967,47,0.0,3,4,1,1,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.15,0.2,0.05,0.05,0.0,0.2,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10069,900051298,LANGEN,ODIN,H,MN,M,R,7.0,voting,19670508,1913-01-05,1913,1967,54,0.0,1,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10031,900051470,WILLIS,EDWIN,H,LA,M,D,3.0,voting,19670508,1904-10-02,1904,1967,63,0.0,4,2,2,2,5,2,1,1,7,0,0,0,0,0,1,0,1,0,0,0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.17857142857142858,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,28
11220,900052691,THURMOND,J.,S,SC,M,R,,voting,19670510,1902-12-05,1902,1967,65,0.0,0,0,2,0,0,1,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10153,900052992,KYL,JOHN,H,IA,M,R,4.0,voting,19670511,1919-05-09,1919,1967,48,0.0,2,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10559,900053346,ASHBROOK,JOHN,H,OH,M,R,17.0,voting,19670511,1928-09-21,1928,1967,39,0.0,3,5,3,1,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.15,0.25,0.15,0.05,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
10384,900055856,TALMADGE,HERMAN,S,GA,M,D,,voting,19670517,1913-08-09,1913,1967,54,0.0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9993,900056234,FINO,PAUL,H,NY,M,R,24.0,voting,19670517,1913-12-15,1913,1967,54,0.0,4,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.15,0.5,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10273,900058090,RARICK,JOHN,H,LA,M,D,6.0,voting,19670522,1924-01-29,1924,1967,43,0.0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10283,900058115,SCOTT,WILLIAM,H,VA,M,R,8.0,voting,19670522,1915-07-01,1915,1967,52,0.0,0,2,3,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.2,0.3,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10202,900061821,BROYHILL,JOEL,H,VA,M,R,10.0,voting,19670525,1919-11-04,1919,1967,48,0.0,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10458,900063290,SIKES,ROBERT,H,FL,M,D,1.0,voting,19670531,1906-06-03,1906,1967,61,0.0,2,1,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11220,900063830,THURMOND,J.,S,SC,M,R,,voting,19670601,1902-12-05,1902,1967,65,0.0,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10175,900070252,PUCINSKI,ROMAN,H,IL,M,D,11.0,voting,19670613,1919-05-13,1919,1967,48,0.0,1,1,3,0,1,4,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0.05,0.05,0.15,0.0,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,20
10251,900071650,KUYKENDALL,DAN,H,TN,M,R,9.0,voting,19670614,1924-07-09,1924,1967,43,0.0,3,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10201,900071652,BROTZMAN,DONALD,H,CO,M,R,2.0,voting,19670614,1922-06-28,1922,1967,45,0.0,5,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10152,900071980,KEITH,HASTINGS,H,MA,M,R,12.0,voting,19670614,1915-11-22,1915,1967,52,0.0,2,2,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10219,900076486,DORN,WILLIAM,H,SC,M,D,3.0,voting,19670620,1916-04-14,1916,1967,51,0.0,0,1,5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.5,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10385,900076691,TAYLOR,ROY,H,NC,M,D,11.0,voting,19670620,1910-01-31,1910,1967,57,0.0,6,6,3,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.21428571428571427,0.21428571428571427,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
10173,900076788,PIRNIE,ALEXANDER,H,NY,M,R,32.0,voting,19670620,1903-04-16,1903,1967,64,0.0,4,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10373,900076800,SHRIVER,GARNER,H,KS,M,R,4.0,voting,19670620,1912-07-06,1912,1967,55,0.0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10458,900076812,SIKES,ROBERT,H,FL,M,D,1.0,voting,19670620,1906-06-03,1906,1967,61,0.0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10172,900076846,PELLY,THOMAS,H,WA,M,R,1.0,voting,19670620,1902-08-22,1902,1967,65,0.0,8,1,4,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.0,0.15789473684210525,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
10084,900076896,POLLOCK,HOWARD,H,AK,M,R,0.0,voting,19670620,1920-04-11,1920,1967,47,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
10226,900076898,GOODLING,GEORGE,H,PA,M,R,19.0,voting,19670620,1896-09-26,1896,1967,71,0.0,1,3,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.0,0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10177,900076918,REID,CHARLOTTE,H,IL,F,R,15.0,voting,19670620,1913-09-27,1913,1967,54,0.0,3,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10366,900088187,PETTIS,JERRY,H,CA,M,R,33.0,voting,19670713,1916-07-18,1916,1967,51,0.0,0,2,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10497,900089772,ECKHARDT,ROBERT,H,TX,M,D,8.0,voting,19670717,1913-07-16,1913,1967,54,0.0,3,2,3,0,0,4,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0.15,0.1,0.15,0.0,0.0,0.2,0.05,0.05,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
10123,900091284,CELLER,EMANUEL,H,NY,M,D,10.0,voting,19670719,1888-05-06,1888,1967,79,0.0,1,3,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10002,900091432,HOLLAND,ELMER,H,PA,M,D,20.0,voting,19670719,1894-01-08,1894,1967,73,0.0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10219,900091855,DORN,WILLIAM,H,SC,M,D,3.0,voting,19670719,1916-04-14,1916,1967,51,0.0,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10467,900093635,WAGGONNER,JOSEPH,H,LA,M,D,4.0,voting,19670725,1918-09-07,1918,1967,49,0.0,0,2,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11089,900099019,WHITTEN,JAMIE,H,MS,M,D,2.0,voting,19670803,1910-04-18,1910,1967,57,0.0,3,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10082,900104791,OLSEN,ARNOLD,H,MT,M,D,1.0,voting,19670810,1916-12-17,1916,1967,51,0.0,6,2,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.25,0.05,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
10123,900106967,CELLER,EMANUEL,H,NY,M,D,10.0,voting,19670815,1888-05-06,1888,1967,79,0.0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10130,900107644,DOWDY,JOHN,H,TX,M,D,2.0,voting,19670816,1912-02-11,1912,1967,55,0.0,1,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10187,900107820,THOMPSON,STANDISH,H,GA,M,R,5.0,voting,19670816,1925-02-05,1925,1967,42,0.0,3,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10367,900107944,RANDALL,WILLIAM,H,MO,M,D,4.0,voting,19670816,1909-07-16,1909,1967,58,0.0,2,0,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.3,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
